"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","CCN_4","CCA_4","TYPE_4","ENGTYPE_4"
187,201,"SEN","Senegal",6,"Kaolack",20,"Nioro du Rip",49,"Paos Koto",187,"Taiba Niassene","",622020,"6220204","Commune","Commune"
188,201,"SEN","Senegal",6,"Kaolack",20,"Nioro du Rip",50,"Wack Ngouna",188,"Keur Maba Diakhou","",622030,"6220301","Commune","Commune"
189,201,"SEN","Senegal",6,"Kaolack",20,"Nioro du Rip",50,"Wack Ngouna",189,"Keur Madongo","",622030,"6220304","Commune","Commune"
190,201,"SEN","Senegal",6,"Kaolack",20,"Nioro du Rip",50,"Wack Ngouna",190,"Ndrame Escale","",622030,"6220302","Commune","Commune"
191,201,"SEN","Senegal",6,"Kaolack",20,"Nioro du Rip",50,"Wack Ngouna",191,"Wack Ngouna","",622030,"6220303","Commune","Commune"
192,201,"SEN","Senegal",7,"Kolda",21,"Kolda",51,"Dioulacolon",192,"Dioulacolon","",1012010,"10120101","Commune","Commune"
193,201,"SEN","Senegal",7,"Kolda",21,"Kolda",51,"Dioulacolon",193,"Guiro Yero Bocar","",1012010,"10120104","Commune","Commune"
194,201,"SEN","Senegal",7,"Kolda",21,"Kolda",51,"Dioulacolon",194,"Medina El Hadj","",1012010,"10120102","Commune","Commune"
195,201,"SEN","Senegal",7,"Kolda",21,"Kolda",51,"Dioulacolon",195,"Tankanto Escale","",1012010,"10120103","Commune","Commune"
196,201,"SEN","Senegal",7,"Kolda",21,"Kolda",52,"Mampatim",196,"Bagadadji","",1012020,"10120201","Commune","Commune"
197,201,"SEN","Senegal",7,"Kolda",21,"Kolda",52,"Mampatim",197,"Coumbacara","",1012020,"10120202","Commune","Commune"
198,201,"SEN","Senegal",7,"Kolda",21,"Kolda",52,"Mampatim",198,"Dialambere","",1012020,"10120204","Commune","Commune"
199,201,"SEN","Senegal",7,"Kolda",21,"Kolda",52,"Mampatim",199,"Mampatim","",1012020,"10120203","Commune","Commune"
200,201,"SEN","Senegal",7,"Kolda",21,"Kolda",52,"Mampatim",200,"Medina Cherif","",1012020,"10120205","Commune","Commune"
201,201,"SEN","Senegal",7,"Kolda",21,"Kolda",53,"Sare Bidji",201,"Sare Bidji","",1012030,"10120301","Commune","Commune"
202,201,"SEN","Senegal",7,"Kolda",21,"Kolda",53,"Sare Bidji",202,"Thietty","",1012030,"10120302","Commune","Commune"
203,201,"SEN","Senegal",7,"Kolda",22,"Médina Yoro Foula",54,"Fafacourou",203,"Badion","",1032010,"10320102","Commune","Commune"
204,201,"SEN","Senegal",7,"Kolda",22,"Médina Yoro Foula",54,"Fafacourou",204,"Fafacourou","",1032010,"10320101","Commune","Commune"
205,201,"SEN","Senegal",7,"Kolda",22,"Médina Yoro Foula",55,"Ndorna",205,"Bignaraby","",1032020,"10320202","Commune","Commune"
206,201,"SEN","Senegal",7,"Kolda",22,"Médina Yoro Foula",55,"Ndorna",206,"Bouroucou","",1032020,"10320203","Commune","Commune"
207,201,"SEN","Senegal",7,"Kolda",22,"Médina Yoro Foula",55,"Ndorna",207,"Koulinto","",1032020,"10320204","Commune","Commune"
208,201,"SEN","Senegal",7,"Kolda",22,"Médina Yoro Foula",55,"Ndorna",208,"Ndorna","",1032020,"10320201","Commune","Commune"
209,201,"SEN","Senegal",7,"Kolda",22,"Médina Yoro Foula",56,"Niaming",209,"Dinguiraye","",1032030,"10320301","Commune","Commune"
210,201,"SEN","Senegal",7,"Kolda",22,"Médina Yoro Foula",56,"Niaming",210,"Kerewane","",1032030,"10320302","Commune","Commune"
211,201,"SEN","Senegal",7,"Kolda",22,"Médina Yoro Foula",56,"Niaming",211,"Niaming","",1032030,"10320303","Commune","Commune"
212,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",57,"Bonconto",212,"Bonconto","",1022010,"10220101","Commune","Commune"
213,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",57,"Bonconto",213,"Linkering","",1022010,"10220102","Commune","Commune"
214,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",57,"Bonconto",214,"Medina Gounass","",1022010,"10220103","Commune","Commune"
215,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",57,"Bonconto",215,"Sinthiang Koundara","",1022010,"10220104","Commune","Commune"
216,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",58,"Pakour",216,"Ouassadou","",1022020,"10220201","Commune","Commune"
217,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",58,"Pakour",217,"Pakour","",1022020,"10220203","Commune","Commune"
218,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",58,"Pakour",218,"Paroumba","",1022020,"10220202","Commune","Commune"
219,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",59,"Sare Coly Sale",219,"Kandia","",1022030,"10220301","Commune","Commune"
220,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",59,"Sare Coly Sale",220,"Kandiaye","",1022030,"10220304","Commune","Commune"
221,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",59,"Sare Coly Sale",221,"Nemataba","",1022030,"10220303","Commune","Commune"
222,201,"SEN","Senegal",7,"Kolda",23,"Vélingara",59,"Sare Coly Sale",222,"Sare Coly Sale","",1022030,"10220302","Commune","Commune"
223,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",223,"Darou Marnane","",812010,"8120101","Commune","Commune"
224,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",224,"Darou Mousty","",812010,"8120102","Commune","Commune"
225,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",225,"Mbacke Kadior","",812010,"8120107","Commune","Commune"
226,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",226,"Mbadiane","",812010,"8120103","Commune","Commune"
227,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",227,"Ndoyene","",812010,"8120104","Commune","Commune"
228,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",228,"Sam Yabal","",812010,"8120105","Commune","Commune"
229,201,"SEN","Senegal",8,"Louga",24,"Kébémer",60,"Darou Mousty",229,"Touba Merina","",812010,"8120106","Commune","Commune"
230,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",230,"Badegne Ouolof","",812020,"8120201","Commune","Commune"
231,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",231,"Diokoul Diawrigne","",812020,"8120202","Commune","Commune"
232,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",232,"Kab Gaye","",NA,"","Commune","Commune"
233,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",233,"Kanene Ndiob","",812030,"8120301","Commune","Commune"
234,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",234,"Loro","",812030,"8120302","Commune","Commune"
235,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",235,"Ndande","",812020,"8120204","Commune","Commune"
236,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",236,"Ngourane Ouolof","",812030,"8120305","Commune","Commune"
237,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",237,"Sagatta Gueth","",812030,"8120303","Commune","Commune"
238,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",238,"Thieppe","",812020,"8120205","Commune","Commune"
239,201,"SEN","Senegal",8,"Louga",24,"Kébémer",61,"Sagatta Gueth",239,"Thiolom Fall","",812030,"8120304","Commune","Commune"
240,201,"SEN","Senegal",8,"Louga",25,"Linguère",62,"Barkedji",240,"Barkedji","",822010,"8220101","Commune","Commune"
241,201,"SEN","Senegal",8,"Louga",25,"Linguère",62,"Barkedji",241,"Gassane","",822010,"8220102","Commune","Commune"
242,201,"SEN","Senegal",8,"Louga",25,"Linguère",62,"Barkedji",242,"Thiargny","",822010,"8220103","Commune","Commune"
243,201,"SEN","Senegal",8,"Louga",25,"Linguère",62,"Barkedji",243,"Thiel","",822010,"8220104","Commune","Commune"
244,201,"SEN","Senegal",8,"Louga",25,"Linguère",63,"Dodji",244,"Dodji","",822020,"8220201","Commune","Commune"
245,201,"SEN","Senegal",8,"Louga",25,"Linguère",63,"Dodji",245,"Labgar","",822020,"8220202","Commune","Commune"
246,201,"SEN","Senegal",8,"Louga",25,"Linguère",63,"Dodji",246,"Ouarkhokh","",822020,"8220203","Commune","Commune"
247,201,"SEN","Senegal",8,"Louga",25,"Linguère",64,"Sagatta Djolof",247,"Affe Djolof","",822040,"8220405","Commune","Commune"
248,201,"SEN","Senegal",8,"Louga",25,"Linguère",64,"Sagatta Djolof",248,"Boulal","",822040,"8220401","Commune","Commune"
249,201,"SEN","Senegal",8,"Louga",25,"Linguère",64,"Sagatta Djolof",249,"Deali","",822040,"8220402","Commune","Commune"
250,201,"SEN","Senegal",8,"Louga",25,"Linguère",64,"Sagatta Djolof",250,"Sagatta Djolof","",822040,"8220403","Commune","Commune"
251,201,"SEN","Senegal",8,"Louga",25,"Linguère",64,"Sagatta Djolof",251,"Thiamene Djolof","",822040,"8220404","Commune","Commune"
252,201,"SEN","Senegal",8,"Louga",25,"Linguère",65,"Yang Yang",252,"Kamb","",822030,"8220301","Commune","Commune"
253,201,"SEN","Senegal",8,"Louga",25,"Linguère",65,"Yang Yang",253,"Mboula","",822030,"8220302","Commune","Commune"
254,201,"SEN","Senegal",8,"Louga",25,"Linguère",65,"Yang Yang",254,"Tessekre Forage","",822030,"8220303","Commune","Commune"
255,201,"SEN","Senegal",8,"Louga",25,"Linguère",65,"Yang Yang",255,"Yang Yang","",822030,"8220304","Commune","Commune"
256,201,"SEN","Senegal",8,"Louga",26,"Louga",66,"Coki",256,"Coki","",832010,"8320101","Commune","Commune"
257,201,"SEN","Senegal",8,"Louga",26,"Louga",66,"Coki",257,"Guet Ardo","",832010,"8320104","Commune","Commune"
258,201,"SEN","Senegal",8,"Louga",26,"Louga",66,"Coki",258,"Pete Ouarack","",832010,"8320102","Commune","Commune"
259,201,"SEN","Senegal",8,"Louga",26,"Louga",66,"Coki",259,"Thiamene Cayor","",832010,"8320103","Commune","Commune"
260,201,"SEN","Senegal",8,"Louga",26,"Louga",67,"Mbediene",260,"Kelle Gueye","",832030,"8320301","Commune","Commune"
261,201,"SEN","Senegal",8,"Louga",26,"Louga",67,"Mbediene",261,"Mbediene","",832030,"8320302","Commune","Commune"
262,201,"SEN","Senegal",8,"Louga",26,"Louga",67,"Mbediene",262,"Nguidile","",832030,"8320303","Commune","Commune"
263,201,"SEN","Senegal",8,"Louga",26,"Louga",67,"Mbediene",263,"Niomre","",832030,"8320304","Commune","Commune"
264,201,"SEN","Senegal",8,"Louga",26,"Louga",68,"Meur Momar Sarr",264,"Gande","",832020,"8320201","Commune","Commune"
265,201,"SEN","Senegal",8,"Louga",26,"Louga",68,"Meur Momar Sarr",265,"Keur Momar Sarr","",832020,"8320202","Commune","Commune"
266,201,"SEN","Senegal",8,"Louga",26,"Louga",68,"Meur Momar Sarr",266,"Nguer Malal","",832020,"8320203","Commune","Commune"
267,201,"SEN","Senegal",8,"Louga",26,"Louga",68,"Meur Momar Sarr",267,"Syer","",832020,"8320204","Commune","Commune"
268,201,"SEN","Senegal",8,"Louga",26,"Louga",69,"Sakal",268,"Leona","",832040,"8320401","Commune","Commune"
269,201,"SEN","Senegal",8,"Louga",26,"Louga",69,"Sakal",269,"Ngueune Sarr","",832040,"8320402","Commune","Commune"
270,201,"SEN","Senegal",8,"Louga",26,"Louga",69,"Sakal",270,"Sakal","",832040,"8320403","Commune","Commune"
271,201,"SEN","Senegal",9,"Matam",27,"Kanel",70,"Orkadiere",271,"Aoure","",1122010,"11220103","Commune","Commune"
272,201,"SEN","Senegal",9,"Matam",27,"Kanel",70,"Orkadiere",272,"Bokiladji","",1122010,"11220101","Commune","Commune"
273,201,"SEN","Senegal",9,"Matam",27,"Kanel",70,"Orkadiere",273,"Orkadiere","",1122010,"11220102","Commune","Commune"
274,201,"SEN","Senegal",9,"Matam",27,"Kanel",71,"Ouro Sidy",274,"Ndendory","",1122020,"11220201","Commune","Commune"
275,201,"SEN","Senegal",9,"Matam",27,"Kanel",71,"Ouro Sidy",275,"Ouro Sidy","",1122020,"11220202","Commune","Commune"
276,201,"SEN","Senegal",9,"Matam",28,"Matam",72,"Agnam Civol",276,"Agnam Civol","",1112010,"11120101","Commune","Commune"
277,201,"SEN","Senegal",9,"Matam",28,"Matam",72,"Agnam Civol",277,"Dabia Obedji","",1112010,"11120103","Commune","Commune"
278,201,"SEN","Senegal",9,"Matam",28,"Matam",72,"Agnam Civol",278,"Orefonde","",1112010,"11120102","Commune","Commune"
279,201,"SEN","Senegal",9,"Matam",28,"Matam",73,"Ogo",279,"Bokidiawe","",1112020,"11120201","Commune","Commune"
280,201,"SEN","Senegal",9,"Matam",28,"Matam",73,"Ogo",280,"Nabadji Civol","",1112020,"11120202","Commune","Commune"
281,201,"SEN","Senegal",9,"Matam",28,"Matam",73,"Ogo",281,"Ogo","",1112020,"11120203","Commune","Commune"
282,201,"SEN","Senegal",9,"Matam",29,"Ranérou Ferlo",74,"Velingara",282,"Houdalaye","",1132010,"11320103","Commune","Commune"
283,201,"SEN","Senegal",9,"Matam",29,"Ranérou Ferlo",74,"Velingara",283,"Louguere Thioly","",1132010,"11320101","Commune","Commune"
284,201,"SEN","Senegal",9,"Matam",29,"Ranérou Ferlo",74,"Velingara",284,"Velingara","",1132010,"11320102","Commune","Commune"
285,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",75,"Boghal",285,"Boghal","",1422010,"14220101","Commune","Commune"
286,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",75,"Boghal",286,"Djinani","",1422010,"14220103","Commune","Commune"
287,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",75,"Boghal",287,"Ndiamalathiel","",1422010,"14220104","Commune","Commune"
288,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",75,"Boghal",288,"Tankon","",1422010,"14220102","Commune","Commune"
289,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",76,"Bona",289,"Bona","",1422020,"14220201","Commune","Commune"
290,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",76,"Bona",290,"Diacounda","",1422020,"14220202","Commune","Commune"
291,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",76,"Bona",291,"Inor","",1422020,"14220203","Commune","Commune"
292,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",76,"Bona",292,"Kandion Mangana","",1422020,"14220204","Commune","Commune"
293,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",77,"Diaroume",293,"Diambaty","",1422030,"14220302","Commune","Commune"
294,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",77,"Diaroume",294,"Diaroume","",1422030,"14220301","Commune","Commune"
295,201,"SEN","Senegal",10,"Sédhiou",30,"Bounkiling",77,"Diaroume",295,"Faoune","",1422030,"14220303","Commune","Commune"
296,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",78,"Djibanar",296,"Djibanar","",1432010,"14320101","Commune","Commune"
297,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",78,"Djibanar",297,"Kaour","",1432010,"14320102","Commune","Commune"
298,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",78,"Djibanar",298,"Mangaroungou Santo","",1432010,"14320103","Commune","Commune"
299,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",78,"Djibanar",299,"Simbandi Balante","",1432010,"14320104","Commune","Commune"
300,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",78,"Djibanar",300,"Yarang Balante","",1432010,"14320105","Commune","Commune"
301,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",79,"Karantaba",301,"Karantaba","",1432020,"14320201","Commune","Commune"
302,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",79,"Karantaba",302,"Kolibantang","",1432020,"14320202","Commune","Commune"
303,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",80,"Simbandi Brassou",303,"Baghere","",1432030,"14320303","Commune","Commune"
304,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",80,"Simbandi Brassou",304,"Diouboudou","",1432030,"14320304","Commune","Commune"
305,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",80,"Simbandi Brassou",305,"Niagha","",1432030,"14320301","Commune","Commune"
306,201,"SEN","Senegal",10,"Sédhiou",31,"Goudomp",80,"Simbandi Brassou",306,"Simbandi Brassou","",1432030,"14320302","Commune","Commune"
307,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",307,"Diannah Ba","",1412010,"14120103","Commune","Commune"
308,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",308,"Diende","",1412010,"14120101","Commune","Commune"
309,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",309,"Koussy","",1412010,"14120104","Commune","Commune"
310,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",310,"Oudoucar","",1412010,"14120105","Commune","Commune"
311,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",311,"Sakar","",1412010,"14120102","Commune","Commune"
312,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",81,"Diende",312,"Same Kanta Peulh","",1412010,"14120106","Commune","Commune"
313,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",82,"Djibabouya",313,"Bemet Bidjini","",1412020,"14120201","Commune","Commune"
314,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",82,"Djibabouya",314,"Djibabouya","",1412020,"14120203","Commune","Commune"
315,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",82,"Djibabouya",315,"Sansamba","",1412020,"14120202","Commune","Commune"
316,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",83,"Djiredji",316,"Bambali","",1412030,"14120301","Commune","Commune"
317,201,"SEN","Senegal",10,"Sédhiou",32,"Sédhiou",83,"Djiredji",317,"Djiredji","",1412030,"14120302","Commune","Commune"
318,201,"SEN","Senegal",11,"Saint-Louis",33,"Dagana",84,"Mbane",318,"Bokhol","",412010,"4120102","Commune","Commune"
319,201,"SEN","Senegal",11,"Saint-Louis",33,"Dagana",84,"Mbane",319,"Mbane","",412010,"4120101","Commune","Commune"
320,201,"SEN","Senegal",11,"Saint-Louis",33,"Dagana",85,"Ndiaye Mberess",320,"Diama","",412020,"4120201","Commune","Commune"
321,201,"SEN","Senegal",11,"Saint-Louis",33,"Dagana",85,"Ndiaye Mberess",321,"Ngnith","",412020,"4120202","Commune","Commune"
322,201,"SEN","Senegal",11,"Saint-Louis",33,"Dagana",85,"Ndiaye Mberess",322,"Ronkh","",412020,"4120203","Commune","Commune"
323,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",86,"Cas Cas",323,"Dounga Lao","",422010,"4220102","Commune","Commune"
324,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",86,"Cas Cas",324,"Medina Ndiathbe","",422010,"4220101","Commune","Commune"
325,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",86,"Cas Cas",325,"Mery","",422010,"4220103","Commune","Commune"
326,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",87,"Gamadji Sarre",326,"Dodel","",422040,"4220401","Commune","Commune"
327,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",87,"Gamadji Sarre",327,"Gamadji Sarre","",422040,"4220402","Commune","Commune"
328,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",87,"Gamadji Sarre",328,"Guede Village","",422040,"4220403","Commune","Commune"
329,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",88,"Salde",329,"Boke Dialloube","",422020,"4220201","Commune","Commune"
330,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",88,"Salde",330,"Mbolo Birane","",422020,"4220202","Commune","Commune"
331,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",89,"Thile Boubacar",331,"Fanaye","",422030,"4220301","Commune","Commune"
332,201,"SEN","Senegal",11,"Saint-Louis",34,"Podor",89,"Thile Boubacar",332,"Ndiayene Pendao","",422030,"4220302","Commune","Commune"
333,201,"SEN","Senegal",11,"Saint-Louis",35,"Saint-Louis",90,"Rao",333,"Fass Ngom","",432010,"4320102","Commune","Commune"
334,201,"SEN","Senegal",11,"Saint-Louis",35,"Saint-Louis",90,"Rao",334,"Gandon","",432010,"4320101","Commune","Commune"
335,201,"SEN","Senegal",11,"Saint-Louis",35,"Saint-Louis",90,"Rao",335,"Ndiebene Gandiole","",432010,"4320103","Commune","Commune"
336,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",91,"Bele",336,"Bele","",512020,"5120201","Commune","Commune"
337,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",91,"Bele",337,"Sinthiou Fissa","",512020,"5120202","Commune","Commune"
338,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",92,"Kenieba",338,"Gathiary","",512010,"5120101","Commune","Commune"
339,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",92,"Kenieba",339,"Madina Foulbe","",512010,"5120102","Commune","Commune"
340,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",92,"Kenieba",340,"Sadatou","",512010,"5120103","Commune","Commune"
341,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",92,"Kenieba",341,"Toumboura","",512010,"5120104","Commune","Commune"
342,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",93,"Moudery",342,"Ballou","",512030,"5120301","Commune","Commune"
343,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",93,"Moudery",343,"Gabou","",512030,"5120302","Commune","Commune"
344,201,"SEN","Senegal",12,"Tambacounda",36,"Bakel",93,"Moudery",344,"Moudery","",512030,"5120303","Commune","Commune"
345,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",94,"Bala",345,"Bala","",532010,"5320101","Commune","Commune"
346,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",94,"Bala",346,"Goumbayel","",532010,"5320102","Commune","Commune"
347,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",94,"Bala",347,"Koar","",532010,"5320103","Commune","Commune"
348,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",95,"Boynguel Bamba",348,"Boynguel Bamba","",532020,"5320202","Commune","Commune"
349,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",95,"Boynguel Bamba",349,"Dougue","",532020,"5320201","Commune","Commune"
350,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",95,"Boynguel Bamba",350,"Koussan","",532020,"5320203","Commune","Commune"
351,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",95,"Boynguel Bamba",351,"Sinthiou Mamadou Boubou","",532020,"5320204","Commune","Commune"
352,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",96,"Dianke Makha",352,"Bani Israel","",532030,"5320301","Commune","Commune"
353,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",96,"Dianke Makha",353,"Boutoucoufara","",532030,"5320302","Commune","Commune"
354,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",96,"Dianke Makha",354,"Dianke Makha","",532030,"5320303","Commune","Commune"
355,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",96,"Dianke Makha",355,"Komoti","",532030,"5320304","Commune","Commune"
356,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",97,"Koulor",356,"Koulor","",532040,"5320401","Commune","Commune"
357,201,"SEN","Senegal",12,"Tambacounda",37,"Goudiry",97,"Koulor",357,"Sinthiou Bocar Ali","",532040,"5320402","Commune","Commune"
358,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",98,"Bamba Ndiayene",358,"Bamba Ndiayene","",542010,"5420101","Commune","Commune"
359,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",98,"Bamba Ndiayene",359,"Kahene","",542010,"5420102","Commune","Commune"
360,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",98,"Bamba Ndiayene",360,"Mereto","",542010,"5420103","Commune","Commune"
361,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",98,"Bamba Ndiayene",361,"Ndame","",542010,"5420104","Commune","Commune"
362,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",99,"Kouthiaba Ouolof",362,"Kouthia Gaydi","",542020,"5420201","Commune","Commune"
363,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",99,"Kouthiaba Ouolof",363,"Kouthiaba Ouolof","",542020,"5420202","Commune","Commune"
364,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",99,"Kouthiaba Ouolof",364,"Pass Koto","",542020,"5420203","Commune","Commune"
365,201,"SEN","Senegal",12,"Tambacounda",38,"Koupentoum",99,"Kouthiaba Ouolof",365,"Payar","",542020,"5420204","Commune","Commune"
366,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",100,"Koussanar",366,"Koussanar","",522010,"5220101","Commune","Commune"
367,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",100,"Koussanar",367,"Sinthiou Maleme","",522010,"5220102","Commune","Commune"
368,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",101,"Makacoulibantang",368,"Makacoulibantang","",522020,"5220201","Commune","Commune"
369,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",101,"Makacoulibantang",369,"Ndoga Babacar","",522020,"5220202","Commune","Commune"
370,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",101,"Makacoulibantang",370,"Niani Toucouleur","",522020,"5220203","Commune","Commune"
371,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",102,"Missirah",371,"Dialacoto","",522030,"5220301","Commune","Commune"
372,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",102,"Missirah",372,"Missirah","",522030,"5220302","Commune","Commune"
373,201,"SEN","Senegal",12,"Tambacounda",39,"Tambacounda",102,"Missirah",373,"Netteboulou","",522030,"5220303","Commune","Commune"
374,201,"SEN","Senegal",13,"Thiès",40,"Mbour",103,"Fissel",374,"Fissel","",712010,"7120101","Commune","Commune"
375,201,"SEN","Senegal",13,"Thiès",40,"Mbour",103,"Fissel",375,"Ndiaganiao","",712010,"7120102","Commune","Commune"
376,201,"SEN","Senegal",13,"Thiès",40,"Mbour",104,"Sessene",376,"Ngueniene","",712020,"7120201","Commune","Commune"
377,201,"SEN","Senegal",13,"Thiès",40,"Mbour",104,"Sessene",377,"Sandiara","",712020,"7120202","Commune","Commune"
378,201,"SEN","Senegal",13,"Thiès",40,"Mbour",104,"Sessene",378,"Sessene","",712020,"7120203","Commune","Commune"
379,201,"SEN","Senegal",13,"Thiès",40,"Mbour",105,"Sindia",379,"Diass","",712030,"7120302","Commune","Commune"
380,201,"SEN","Senegal",13,"Thiès",40,"Mbour",105,"Sindia",380,"Malicounda","",712030,"7120301","Commune","Commune"
381,201,"SEN","Senegal",13,"Thiès",40,"Mbour",105,"Sindia",381,"Sindia","",712030,"7120303","Commune","Commune"
382,201,"SEN","Senegal",13,"Thiès",41,"Thiès",106,"Keur Moussa",382,"Diender Guedji","",722030,"7220301","Commune","Commune"
383,201,"SEN","Senegal",13,"Thiès",41,"Thiès",106,"Keur Moussa",383,"Fandene","",722030,"7220302","Commune","Commune"
