index;time;month;year;day;Borgou;Collines;BEN;Ouémé;Mono;Kouffo;Atlantique;Donga;Plateau;Atakora;Alibori;Littoral;Zou
1042;32095.0;11.0;2037.0;15.0;0.021990859881;0.178631827235;0.145810067654;1.22253251076;0.830080866814;0.536219716072;1.15262663364;0.0520358793437;0.769395112991;0.000761967559811;0.000195614571567;0.409835726023;0.505307972431
1043;32125.0;12.0;2037.0;15.0;1.20963917993e-07;1.07841245267e-07;5.86620117247e-05;0.000554799917154;0.000581426254939;9.83871505014e-05;0.0012757347431;1.18611744426e-07;2.20202468881e-06;1.28316216319e-07;1.2206237443e-07;0.000375478062779;0.000115110859042
1044;32156.0;1.0;2038.0;15.0;0.00107533368282;0.170242995024;0.152625516057;0.775527536869;0.833656072617;0.75761693716;0.769980072975;0.000315028679324;1.23551869392;0.000330099865096;0.000467033067252;0.536748707294;0.860122323036
1045;32187.0;2.0;2038.0;15.0;0.361691057682;0.557181358337;0.40000551939;1.15667831898;1.72143483162;1.31522667408;1.65450501442;0.925987124443;0.789484024048;0.000395570736146;3.17985504807e-05;1.10766625404;0.549876570702
1046;32215.0;3.0;2038.0;15.0;6.75161838531;4.75034236908;4.76762294769;11.8571443558;11.4106721878;12.077963829;11.2220468521;9.78578281403;9.25409793854;0.194480568171;0.583178162575;7.25532150269;9.02994441986
1047;32246.0;4.0;2038.0;15.0;16.8537330627;16.6673126221;20.9584407806;10.062046051;12.0073823929;16.154756546;10.780497551;10.773897171;16.1084575653;17.6152648926;38.1753807068;8.84782600403;19.3058128357
1048;32276.0;5.0;2038.0;15.0;21.7450370789;9.7288608551;14.8578186035;12.7010793686;11.5335903168;12.7259569168;10.9286165237;12.374666214;12.2919607162;13.2193841934;15.1934518814;7.76349639893;11.6981706619
1049;32307.0;6.0;2038.0;15.0;37.4423217773;26.8307285309;30.2978668213;11.7656412125;10.3003358841;10.5043888092;12.0746831894;68.7852554321;11.2221727371;22.1470756531;27.8195438385;13.8290166855;10.7954807281
1050;32337.0;7.0;2038.0;15.0;49.6370239258;33.7945594788;51.3902053833;46.9417037964;27.5862636566;51.3856620789;38.5943145752;31.0011825562;57.2853622437;33.5719604492;83.8232192993;13.6684331894;74.9827041626
1051;32368.0;8.0;2038.0;15.0;52.0793685913;45.5949935913;41.2414131165;28.0905857086;20.9259815216;30.6644535065;27.8257026672;80.0554962158;27.9475383759;27.5753135681;30.6205005646;11.7257175446;34.1463890076
1052;32399.0;9.0;2038.0;15.0;96.3934783936;12.325799942;50.3024101257;15.4741601944;6.11801958084;8.80858802795;10.7933492661;35.7595329285;15.7762374878;55.4121208191;53.5209999084;5.55216646194;10.7941246033
1053;32429.0;10.0;2038.0;15.0;6.71234798431;9.46427822113;6.71602249146;9.09287929535;7.95775413513;8.37724685669;9.21127033234;8.70549678802;9.55607509613;6.41149425507;3.05643749237;10.2483320236;9.41816711426
1054;32460.0;11.0;2038.0;15.0;10.5090379715;4.8377199173;6.89476442337;5.27497529984;4.56362771988;2.50169610977;4.63758707047;18.9539337158;2.45366477966;7.09108114243;1.69958138466;8.795545578;1.60396540165
1055;32490.0;12.0;2038.0;15.0;0.000546265859157;0.00816850736737;0.00473522115499;0.0158969666809;0.0122917247936;0.0131796449423;0.0227108802646;0.00242918962613;0.01214320492;0.00266186776571;0.00110625836533;0.0197417307645;0.0232125483453
1056;32521.0;1.0;2039.0;15.0;5.01611111758e-07;0.0268620718271;0.0660550445318;0.681762516499;0.476794451475;0.27485781908;0.668057918549;9.976032743e-06;0.464431762695;1.16609541578e-07;1.0494688496e-07;0.734336256981;0.224500328302
1057;32552.0;2.0;2039.0;15.0;0.159641042352;0.849283099174;0.56472671032;1.88639974594;4.04629564285;3.9225153923;1.23987543583;0.0151151325554;3.15988874435;0.023809960112;0.191100671887;1.19494068623;1.91875624657
1058;32580.0;3.0;2039.0;15.0;0.038027279079;0.177018791437;0.401339352131;3.94358539581;2.69623565674;2.14752578735;4.07000350952;0.00836502481252;2.18896722794;0.000137106151669;9.08167567104e-05;4.22363424301;1.42340457439
1059;32611.0;4.0;2039.0;15.0;10.4743051529;17.094619751;11.0429534912;14.7160902023;14.5567359924;14.7848052979;16.5202445984;16.1000480652;15.1700906754;6.08366823196;7.14872264862;15.1723737717;15.723441124
1060;32641.0;5.0;2039.0;15.0;31.9120578766;19.9240226746;18.9730262756;22.2403202057;16.3051376343;17.3390712738;19.7796478271;20.0602531433;32.6563262939;9.48236465454;10.7414913177;17.7669715881;21.9708843231
1061;32672.0;6.0;2039.0;15.0;23.9438705444;24.3871669769;26.2918930054;20.3685760498;16.3906154633;17.4143447876;18.9409275055;14.4503736496;18.8696289062;18.1965675354;46.1684875488;21.3443870544;19.7759189606
1062;32702.0;7.0;2039.0;15.0;55.892993927;16.4334220886;65.9966583252;6.92170286179;11.1796455383;18.9308452606;5.26789999008;47.3438873291;9.76115226746;122.518325806;101.500236511;5.13432979584;16.1171245575
1063;32733.0;8.0;2039.0;15.0;26.0790863037;15.9354085922;46.4984931946;12.3930969238;10.4041147232;16.4212360382;13.1341094971;20.1773109436;13.7403850555;31.351436615;127.110328674;6.23289585114;20.1894302368
1064;32764.0;9.0;2039.0;15.0;22.0981235504;24.5898952484;32.6223983765;38.0355682373;10.8604717255;14.634718895;32.1179161072;19.1933765411;32.4392623901;25.6061534882;63.0102653503;20.6155605316;27.074672699
1065;32794.0;10.0;2039.0;15.0;16.1284351349;10.0486526489;10.0898399353;12.7191057205;8.94255924225;9.60978507996;15.9052810669;14.8392553329;7.06744384766;5.88306093216;5.32965898514;15.2385435104;8.53504657745
1066;32825.0;11.0;2039.0;15.0;0.663454413414;1.01915872097;0.561226665974;2.29920172691;1.35770988464;1.14204633236;1.34701263905;1.1375669241;1.23675966263;0.0160318613052;0.00183570280205;0.730545639992;0.617559313774
1067;32855.0;12.0;2039.0;15.0;1.7238987482e-07;0.000271073833574;0.000263296620687;0.00261672819033;0.00145876489114;0.00196663103998;0.000584081048146;1.97138376734e-07;0.00229621399194;1.44812393046e-05;1.48662167021e-07;0.000332619063556;0.00114426377695
1068;32886.0;1.0;2040.0;15.0;0.00265332520939;1.00681352615;0.332330614328;1.11988151073;0.795427024364;1.13659417629;1.12362921238;0.0136977797374;1.8740272522;0.000478828093037;0.000188332807738;0.936611890793;1.66492521763
1069;32917.0;2.0;2040.0;15.0;0.00024256852339;0.0878060907125;0.118634641171;1.03414726257;0.691994786263;0.586790382862;1.06496322155;0.000212248691241;0.79595220089;2.11606646872e-07;0.000139289695653;0.654270112514;0.482626110315
1070;32946.0;3.0;2040.0;15.0;1.15831232071;2.52468466759;1.41831493378;5.23815727234;3.09767484665;3.69928789139;5.86890935898;1.42791891098;5.03272867203;0.313327342272;0.0134142506868;3.59245371819;3.67543363571
1071;32977.0;4.0;2040.0;15.0;24.503490448;25.0153713226;16.3563480377;6.85492753983;6.35361671448;12.2517852783;3.56544542313;45.7381401062;7.75104999542;6.21882963181;4.12619161606;3.8888220787;11.5568332672
1072;33007.0;5.0;2040.0;15.0;17.5321273804;21.0950222015;20.7290554047;19.8004570007;16.6111068726;17.8146018982;17.3776226044;12.5356292725;20.5902442932;9.14723300934;37.4688987732;15.5608568192;21.4263954163
1073;33038.0;6.0;2040.0;15.0;27.6587924957;17.8789424896;26.144903183;25.3481121063;17.5908374786;17.9098396301;19.7347755432;20.6290855408;15.7590637207;18.5426998138;42.6906547546;25.2766799927;17.4147109985
1074;33068.0;7.0;2040.0;15.0;36.1818199158;23.8964481354;34.012260437;37.0773124695;28.5182800293;57.1723060608;33.4004364014;18.9157752991;41.4666938782;25.7828807831;38.9800071716;14.313914299;76.9489135742
1075;33099.0;8.0;2040.0;15.0;53.2125968933;20.317193985;43.1937065125;16.1106300354;9.16313362122;12.668671608;14.2839250565;47.1426849365;15.448975563;54.5457763672;54.1290931702;6.3472070694;15.1836671829
1076;33130.0;9.0;2040.0;15.0;18.686832428;44.2485656738;22.566860199;6.08549118042;8.0974445343;14.8302221298;5.86907482147;18.4729747772;12.1741828918;22.4774971008;22.2413368225;3.78698563576;22.4334716797
1077;33160.0;10.0;2040.0;15.0;9.05459403992;12.9111557007;10.566655159;15.0557880402;18.2561683655;24.7208633423;15.6044521332;10.1053991318;16.1132602692;10.1191043854;6.1386141777;8.6814365387;19.6571979523
1078;33191.0;11.0;2040.0;15.0;0.176219895482;1.88712465763;0.921398222446;4.39662456512;4.09587049484;4.36879730225;4.74668598175;0.410338521004;3.732640028;0.00274185766466;0.000904855609406;2.01775956154;3.82069301605
1079;33221.0;12.0;2040.0;15.0;1.07199390698e-07;0.00012748716108;0.000336696917657;0.00609471043572;0.00125290243886;0.00130598526448;0.00179270585068;1.2969655927e-07;0.00399634148926;1.19217460792e-07;1.33082764364e-07;0.00290973717347;0.000944733677898
1080;33252.0;1.0;2041.0;15.0;1.14319175282e-06;5.34497703484e-05;0.000984286889434;0.00922936573625;0.0133451782167;0.00806523766369;0.0130621483549;2.97559779483e-07;0.00226356880739;1.22801637303e-07;1.10375580675e-07;0.0107394671068;0.00134454143699
1081;33283.0;2.0;2041.0;15.0;0.000361926999176;0.165451481938;0.182076528668;0.896118402481;1.57442355156;1.48978626728;0.930400848389;0.000892787298653;0.873347103596;1.86451458717e-07;2.09430069731e-07;0.415853917599;1.02183675766
1082;33311.0;3.0;2041.0;15.0;7.20357751846;8.87477016449;4.75480604172;8.69084358215;7.22925233841;8.03702354431;7.47968626022;7.0816450119;8.45628929138;0.122344724834;1.0114890337;8.02055644989;7.27879524231
1083;33342.0;4.0;2041.0;15.0;6.83528661728;8.88303661346;6.30715084076;8.21680450439;3.42445683479;4.46791124344;6.19139528275;10.6321821213;8.3683757782;4.17453193665;4.19754314423;4.96008968353;6.99149227142
1084;33372.0;5.0;2041.0;15.0;28.4219417572;12.2158412933;25.6140708923;12.0852994919;12.1727256775;10.9171352386;12.20997715;14.8136177063;11.3688554764;38.0517959595;33.926612854;12.3631496429;12.3181962967
1085;33403.0;6.0;2041.0;15.0;28.3812465668;12.258471489;22.7282619476;15.5939340591;9.56825256348;12.2749834061;15.0811262131;13.8124361038;12.078997612;24.3662929535;31.8540077209;23.0887546539;12.2841825485
1086;33433.0;7.0;2041.0;15.0;99.3721160889;37.9773483276;99.9238586426;28.0893630981;19.5801143646;35.2914390564;25.8114109039;73.2650375366;39.7838935852;100.887863159;186.665893555;10.3422412872;51.3995018005
1087;33464.0;8.0;2041.0;15.0;44.1194877625;14.8137493134;51.4783859253;7.73955011368;8.06350517273;10.2462339401;8.46511173248;41.3205871582;9.23507976532;94.6381378174;76.424949646;5.03037261963;10.3345851898
1088;33495.0;9.0;2041.0;15.0;25.5478134155;52.5513496399;30.9773674011;20.4598827362;18.5729026794;27.3595085144;23.9094810486;45.4872589111;27.0089569092;25.3241500854;23.9890537262;23.8004951477;40.6018791199
1089;33525.0;10.0;2041.0;15.0;10.6278982162;11.9455623627;8.23624515533;9.45982265472;8.95311737061;8.7754535675;9.42997074127;10.9843559265;10.6485118866;6.15661525726;3.46409964561;8.34072685242;9.7488079071
1090;33556.0;11.0;2041.0;15.0;1.17153632641;4.22698116302;1.72970986366;3.38337945938;5.07805109024;5.52055597305;4.87354946136;2.45004582405;3.04281044006;0.0257279183716;0.000969917164184;3.28895831108;5.4408531189
1091;33586.0;12.0;2041.0;15.0;1.71958743067e-06;1.57617520813e-07;0.000572043762077;0.00754011189565;0.00631937850267;0.00409143138677;0.00890787597746;9.1898733956e-08;0.000646417494863;1.13873866781e-07;9.1275076386e-08;0.00838645175099;0.000669705623295
1092;33617.0;1.0;2042.0;15.0;1.7906908397e-05;0.0241440199316;0.00933337770402;0.0266251303256;0.009162357077;0.0183656699955;0.016557475552;3.38745448971e-05;0.0898961499333;1.75951640813e-07;5.86604910495e-05;0.00714821880683;0.0596692673862
1093;33648.0;2.0;2042.0;15.0;8.07671312941e-05;0.0739728212357;0.098255418241;0.657490551472;0.826200425625;0.478682309389;0.726707339287;0.000106054525531;0.551835775375;0.000182471223525;1.21377652249e-05;1.04829502106;0.485865741968
1094;33676.0;3.0;2042.0;15.0;0.102307409048;0.680743217468;0.805198907852;6.45575475693;5.58908176422;5.47151327133;5.86267280579;0.0458305254579;4.69098043442;0.00389059772715;0.000818249769509;2.77685832977;2.87796378136
1095;33707.0;4.0;2042.0;15.0;5.60360956192;17.7081699371;6.74107551575;8.67991256714;7.27213525772;9.32657909393;8.69901943207;9.40138053894;10.0014314651;3.33223676682;1.72485160828;9.21282196045;10.8093576431
1096;33737.0;5.0;2042.0;15.0;27.4902420044;12.7094306946;21.6083488464;12.9620313644;11.1714887619;10.2809181213;14.1505126953;18.4415817261;14.9569654465;31.9026756287;18.7787799835;18.8921508789;14.211933136
1097;33768.0;6.0;2042.0;15.0;22.0422763824;21.8483905792;25.7870979309;38.2916259766;30.7677021027;30.853559494;33.3852615356;37.9968452454;35.1002502441;17.3518753052;27.2640247345;48.6696968079;36.799571991
1098;33798.0;7.0;2042.0;15.0;31.3237991333;58.141040802;36.1124534607;44.6808624268;32.1917648315;68.3560943604;43.5657348633;42.4339675903;49.8195877075;20.2597541809;22.3265972137;17.6048164368;89.458404541
1099;33829.0;8.0;2042.0;15.0;19.8167552948;24.7849197388;41.9871444702;8.08086109161;10.2400836945;12.2938394547;9.33112239838;32.042514801;12.5366983414;26.3907146454;109.880340576;4.9576921463;13.0901594162
1100;33860.0;9.0;2042.0;15.0;17.1106491089;23.7682628632;18.447259903;14.3854198456;11.4837036133;15.6190395355;12.6261167526;30.1315155029;13.7598752975;21.0972557068;11.5859556198;5.51459407806;19.4789829254
1101;33890.0;10.0;2042.0;15.0;8.14589309692;10.6519393921;8.45065402985;12.1319742203;12.2158184052;11.2434005737;13.2929935455;13.2580976486;12.835062027;6.29875564575;5.05603933334;12.0651416779;10.3517045975
1102;33921.0;11.0;2042.0;15.0;3.11363196373;5.42611885071;3.59869074821;7.29791164398;9.35544109344;8.80104160309;7.00453329086;3.71491789818;4.21119165421;3.34646439552;1.22653627396;8.54526138306;5.43112707138
1103;33951.0;12.0;2042.0;15.0;1.87970087495e-07;9.94002402877e-06;5.33244019607e-05;1.82067597052e-05;0.00100109505001;0.000978135853074;6.81257370161e-05;1.69166369801e-07;9.68383801592e-07;1.25088774894e-07;1.38310284115e-07;2.76807095361e-05;0.000266028393526
1104;33982.0;1.0;2043.0;15.0;3.79153279937e-05;0.0766638442874;0.127771288157;0.708007276058;0.894685149193;0.912688553333;0.734071493149;3.76276293537e-05;0.795317530632;3.5619841583e-06;1.09586544284e-07;0.272688686848;0.773155093193
1105;34013.0;2.0;2043.0;15.0;3.30025315285;15.5681734085;8.62705516815;17.8387031555;7.26709508896;9.01158809662;18.089225769;29.024564743;13.4792432785;6.50000238419;0.0171067956835;12.4536247253;12.6773815155
1106;34041.0;3.0;2043.0;15.0;12.916636467;9.05824756622;11.5268211365;12.7588100433;12.7564096451;9.66330623627;10.3813524246;18.1720676422;8.90944194794;10.2346572876;10.3587446213;17.4551963806;9.95215415955
1107;34072.0;4.0;2043.0;15.0;7.01258897781;10.477013588;7.75952529907;9.19231796265;6.82424163818;10.68354702;8.61971282959;11.071559906;12.2500715256;6.81751298904;4.71662282944;6.63296365738;11.1205101013
1108;34102.0;5.0;2043.0;15.0;11.1484413147;6.21918582916;10.0533437729;9.97388362885;7.92740535736;6.4075217247;10.3650083542;8.46668624878;8.73861122131;12.8750181198;10.6406364441;13.9726638794;7.18589544296
1109;34133.0;6.0;2043.0;15.0;28.3083553314;17.5814781189;24.587184906;16.9919967651;11.8977088928;16.9670848846;13.637140274;24.7404594421;17.3866119385;22.2692432404;32.3006019592;13.8875217438;16.8530883789
1110;34163.0;7.0;2043.0;15.0;16.8392295837;26.2299880981;19.0979003906;17.1982059479;17.3561248779;25.4484004974;13.6275129318;22.9042301178;20.4097766876;14.534532547;18.7866764069;8.48997879028;23.9413776398
1111;34194.0;8.0;2043.0;15.0;57.5599517822;32.5254325867;37.6915092468;39.3389129639;28.248456955;37.6588134766;46.9487686157;56.3116149902;37.808380127;22.0386314392;22.4562835693;16.1377792358;49.7683944702
1112;34225.0;9.0;2043.0;15.0;53.0965652466;26.9443302155;34.455783844;9.39214992523;14.8326072693;14.9200487137;12.6623353958;36.3985710144;15.4885721207;47.4375839233;21.8427276611;8.87314891815;17.674156189
1113;34255.0;10.0;2043.0;15.0;8.33184337616;10.1130743027;8.56367206573;17.0487995148;7.72576999664;8.32610225677;15.6506156921;9.81061840057;9.74069595337;4.84253120422;8.74814033508;20.0946102142;9.8278427124
1114;34286.0;11.0;2043.0;15.0;0.0197642445564;0.17327567935;0.229874297976;2.4624376297;1.99736452103;1.20344889164;1.97033369541;0.0307042486966;1.25304341316;0.00446008658037;0.000423797551775;1.66052675247;0.552560567856
1115;34316.0;12.0;2043.0;15.0;7.48557158659e-06;0.000546139839571;0.000252311845543;0.00145575951319;0.00178802164737;0.000955592724495;0.0015699849464;4.2580148147e-05;0.000286030321149;0.000267040275503;2.34136659856e-05;0.00462052132934;0.000123666279251
1116;34347.0;1.0;2044.0;15.0;1.16552864711e-05;4.47465972684e-05;0.000807950971648;0.00449663680047;0.00206560734659;0.000280473992461;0.00350758759305;9.94989761693e-08;0.0171614587307;3.39645484928e-05;5.10530517204e-05;0.00684303510934;0.00289040571079
1117;34378.0;2.0;2044.0;15.0;0.000195152300876;0.0280304383487;0.0549447126687;0.676586806774;0.539755940437;0.0799184367061;0.593932211399;0.000269276963081;0.339616775513;0.00137158669531;0.000385584251489;1.63042843342;0.105528466403
1118;34407.0;3.0;2044.0;15.0;4.76951026917;4.86645841599;3.70314240456;4.24630355835;3.60307431221;3.95801281929;4.15794944763;4.76263856888;4.00024557114;1.05780518055;3.69515562057;2.23637676239;3.187302351
1119;34438.0;4.0;2044.0;15.0;6.00882673264;10.2556114197;6.24867105484;18.4246997833;6.62466049194;7.77426290512;14.1171941757;7.00739717484;15.7392864227;3.91927719116;2.36245727539;10.3867454529;9.38856506348
1120;34468.0;5.0;2044.0;15.0;18.7644958496;12.5681533813;14.2575082779;8.7193145752;8.18248939514;9.97626972198;9.1442899704;11.6550035477;9.73247051239;13.9319953918;15.3416013718;7.70156621933;9.72378635406
1121;34499.0;6.0;2044.0;15.0;26.5253372192;14.5694332123;24.7420749664;14.1537399292;8.9734249115;6.84913396835;12.1254901886;23.8462085724;12.0659561157;28.6429958344;34.8089065552;17.1927604675;12.4871873856
1122;34529.0;7.0;2044.0;15.0;39.7456130981;73.5547027588;46.8879508972;70.100479126;20.6840076447;31.7769908905;58.4702606201;72.1429519653;98.9742355347;35.6432952881;23.5932121277;24.4347801208;92.8157348633
1123;34560.0;8.0;2044.0;15.0;17.4013118744;29.20337677;18.9048137665;12.5193138123;12.4362382889;16.2265968323;14.0343341827;22.8701286316;9.50613498688;13.2169437408;21.926027298;9.0112361908;11.6964712143
1124;34591.0;9.0;2044.0;15.0;37.8565406799;33.2211608887;34.1458053589;6.84914922714;4.85303640366;10.1988401413;5.85333108902;34.4285049438;22.6963615417;56.7315979004;26.5867671967;1.89875042439;21.6661834717
1125;34621.0;10.0;2044.0;15.0;14.4162931442;12.9693965912;10.6356296539;9.7957277298;10.594162941;10.1450529099;9.86950969696;13.4310808182;14.4613685608;9.37320613861;5.40749979019;5.49174356461;9.78046321869
1126;34652.0;11.0;2044.0;15.0;1.13685560226;4.61144590378;1.98327839375;6.20316362381;5.18727111816;4.95613002777;5.93452310562;2.56593370438;5.35066175461;0.689917981625;0.0560702122748;5.13771915436;4.40650367737
1127;34682.0;12.0;2044.0;15.0;1.76857213319e-07;1.10524531749e-07;3.09444885715e-06;0.000110220840725;2.76460923487e-05;1.68475452256e-07;3.03975648421e-05;1.82145697636e-07;6.90789056534e-06;1.78966189424e-07;1.65761662174e-07;9.69602260739e-05;2.06124823876e-07
1128;34713.0;1.0;2045.0;15.0;2.62734516809e-07;0.0030072813388;0.0304377246648;0.167194098234;0.124684527516;0.130726784468;0.148347720504;0.000512376835104;0.37116843462;6.25772918283e-06;2.14904230234e-06;0.0588893853128;0.207324877381
1129;34744.0;2.0;2045.0;15.0;0.000213799561607;0.171162456274;0.175572514534;1.17838561535;0.946513354778;0.800112843513;1.346814394;0.000319139944622;1.20283842087;1.03831681031e-07;1.19570998436e-07;1.39794528484;0.862078666687
1130;34772.0;3.0;2045.0;15.0;12.3090000153;13.36008358;10.8265953064;7.84553861618;7.38496160507;9.48618984222;7.55756616592;13.7453250885;9.53446674347;8.86618423462;9.32911300659;6.15886640549;10.8451900482
1131;34803.0;4.0;2045.0;15.0;14.9642295837;15.0893859863;13.0198383331;9.33784389496;6.08534812927;14.5420598984;8.08101558685;11.1941804886;13.5052232742;11.1414356232;12.9015493393;8.66565418243;15.269364357
1132;34833.0;5.0;2045.0;15.0;18.7763767242;14.2347173691;14.0002222061;12.3084259033;10.5339803696;12.3075876236;12.5363922119;13.2794885635;11.5631084442;10.245429039;13.3139944077;16.7345638275;14.7711229324
1133;34864.0;6.0;2045.0;15.0;27.6554279327;23.9754638672;33.5306167603;33.1593399048;32.7181625366;36.498588562;35.4259376526;37.0343360901;22.5843772888;34.6982498169;43.77186203;31.2887592316;29.4675788879
1134;34894.0;7.0;2045.0;15.0;42.8299255371;27.9106998444;33.751033783;27.2690677643;11.3875350952;18.0934295654;23.6331520081;38.0110282898;37.0709381104;25.546131134;36.7696647644;11.6878643036;35.7634315491
1135;34925.0;8.0;2045.0;15.0;32.8144340515;8.48388195038;33.3735466003;4.56497144699;3.22816324234;5.10244226456;3.99153280258;16.5399475098;12.9385824203;46.8562393188;60.918384552;2.42303323746;10.2263908386
1136;34956.0;9.0;2045.0;15.0;134.306335449;14.8534650803;86.7210159302;8.33309364319;4.62283706665;6.86397218704;7.51359558105;76.2773666382;11.6642341614;159.090866089;77.4693603516;3.64002728462;11.6787052155
1137;34986.0;10.0;2045.0;15.0;10.4276504517;14.1930732727;10.2838191986;15.9130659103;8.20773887634;9.4415769577;15.4219322205;10.8820371628;24.1624107361;8.27901649475;5.12984609604;12.2533807755;20.0399017334
1138;35017.0;11.0;2045.0;15.0;7.01522254944;3.33015608788;9.87156105042;5.81369686127;6.03535032272;5.05251836777;5.36753892899;6.74081611633;4.26141214371;16.3715877533;15.804775238;4.53847885132;3.80225205421
1139;35047.0;12.0;2045.0;15.0;2.07729087265e-07;1.93945282945e-07;1.76038229256e-05;0.000325797736878;0.000272214034339;3.54669391527e-05;0.000101838988485;2.23993353643e-07;0.000182424540981;1.44079891129e-07;1.06820714052e-07;4.35538277088e-05;8.44404621603e-06
1140;35078.0;1.0;2046.0;15.0;0.0436317250133;0.281126379967;0.160422340035;0.68997836113;0.81003934145;0.698430836201;0.766274869442;0.0720248743892;0.832565009594;0.000237516898778;1.31209120013e-07;0.50933688879;0.679814338684
