index;time;month;year;day;Borgou;Collines;BEN;Ouémé;Mono;Kouffo;Atlantique;Donga;Plateau;Atakora;Alibori;Littoral;Zou;Oueme;Borgou+Donga
0;379.0;1.0;1951.0;15.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1;410.0;2.0;1951.0;15.0;18.3178901672;44.1209220886;21.3079147339;50.3213920593;49.1590995789;55.1105537415;51.4541320801;25.4108028412;52.2971992493;5.72976207733;1.63650095463;49.6425476074;55.5324134827;50.3213920593;20.4272232056
2;438.0;3.0;1951.0;15.0;13.3000307083;28.2967605591;17.475019455;59.5741767883;54.8473854065;57.7040138245;56.3114089966;15.9101915359;53.8707504272;5.28483486176;2.71435427666;37.6784286499;47.1190071106;59.5741767883;14.0753068924
3;469.0;4.0;1951.0;15.0;39.521900177;83.7863998413;50.2626113892;89.9419021606;86.3597946167;97.4755096436;86.6760864258;53.015953064;103.213844299;35.7061080933;22.0666751862;81.9040756226;106.579200745;89.9419021606;43.5084953308
4;499.0;5.0;1951.0;15.0;128.52696228;152.56842041;123.151809692;197.752227783;159.498519897;164.942901611;190.032363892;144.784057617;167.060852051;102.911933899;74.3917694092;195.999694824;176.110214233;197.752227783;133.333282471
5;530.0;6.0;1951.0;15.0;176.450180054;173.268432617;188.501251221;260.960449219;196.880081177;194.347839355;249.293151855;184.770401001;215.299957275;152.320327759;221.90234375;251.50163269;198.394882202;260.960449219;178.943206787
6;560.0;7.0;1951.0;15.0;167.551635742;174.965484619;155.39894104;128.882949829;86.5273742676;138.466217041;108.296089172;186.193710327;154.244171143;128.754730225;147.359420776;75.4887619019;193.752304077;128.882949829;173.098403931
7;591.0;8.0;1951.0;15.0;240.974838257;166.294372559;224.738555908;103.139274597;76.3432998657;110.753227234;93.6094970703;259.368408203;123.121681213;232.82925415;291.459869385;70.1080703735;141.921890259;103.139274597;246.468933105
8;622.0;9.0;1951.0;15.0;240.415924072;203.696731567;241.831298828;170.386016846;126.674682617;174.25289917;151.445465088;236.227600098;207.861450195;327.819091797;238.880874634;90.0524368286;207.92175293;170.386016846;239.097518921
9;652.0;10.0;1951.0;15.0;79.1940002441;119.081214905;81.3222503662;148.526260376;121.083961487;136.744308472;156.412628174;86.0536651611;137.485473633;57.8289642334;41.1157836914;103.879104614;140.079406738;148.526260376;81.2355117798
10;683.0;11.0;1951.0;15.0;2.80678129196;14.5958871841;9.27441215515;57.8485412598;48.2559623718;45.8120040894;54.4282226562;3.16999125481;37.7283706665;0.316567420959;0.0320714712143;46.5142822266;33.8472175598;57.8485412598;2.91347050667
11;713.0;12.0;1951.0;15.0;5.28184127808;14.0797615051;10.6552305222;31.2378616333;33.6403999329;37.8740882874;29.3005161285;16.7646007538;32.0665779114;6.84857463837;0.214851945639;17.1459503174;31.0340995789;31.2378616333;8.67275428772
12;744.0;1.0;1952.0;15.0;0.745497822762;4.68937206268;2.56837773323;17.093914032;11.5841331482;9.37397670746;15.3514842987;1.02180063725;12.4761381149;0.000432068802183;2.97905876323e-06;17.6005573273;8.42469787598;17.093914032;0.826610565186
13;775.0;2.0;1952.0;15.0;7.43405151367;24.2761707306;11.3370094299;34.9237098694;32.3803024292;26.8586483002;37.7079925537;14.5213603973;26.1902008057;4.73588466644;0.416520357132;40.6095657349;23.3310565948;34.9237098694;9.53067588806
14;804.0;3.0;1952.0;15.0;18.3138313293;40.2676506042;22.5274066925;60.4613685608;58.6669387817;60.9968109131;58.8747024536;29.377281189;54.9335670471;9.05738353729;2.75109863281;46.0979309082;51.3378753662;60.4613685608;21.5889873505
15;835.0;4.0;1952.0;15.0;56.893321991;122.459602356;70.4343338013;123.547767639;104.136512756;120.16191864;117.705917358;82.6239852905;135.952697754;48.8497810364;31.3873023987;106.636001587;133.700164795;123.547767639;64.5099105835
16;865.0;5.0;1952.0;15.0;114.414909363;145.446868896;117.307289124;176.026779175;146.500320435;157.085189819;172.484100342;118.839233398;165.742752075;89.8461380005;93.4901657104;144.481323242;175.2447052;176.026779175;115.730865479
17;896.0;6.0;1952.0;15.0;312.883575439;137.599258423;273.181243896;271.915802002;183.608261108;164.055770874;247.792816162;255.4243927;196.739318848;299.854522705;344.175964355;292.438903809;165.596817017;271.915802002;295.908691406
18;926.0;7.0;1952.0;15.0;274.052764893;169.882705688;233.175003052;156.40788269;110.272125244;149.880126953;133.203704834;282.493865967;172.760375977;249.269210815;241.526916504;101.574119568;195.97756958;156.40788269;276.592285156
19;957.0;8.0;1952.0;15.0;254.865280151;161.014862061;254.93119812;104.415275574;77.6178970337;111.022537231;94.7484054565;219.250961304;123.243247986;242.164474487;423.379333496;69.0202331543;142.931808472;104.415275574;244.285552979
20;988.0;9.0;1952.0;15.0;142.573623657;147.72114563;159.304016113;235.44631958;168.011672974;182.906265259;207.161819458;170.42175293;224.927429199;177.843826294;134.042266846;193.938598633;201.760177612;235.44631958;150.786087036
21;1018.0;10.0;1952.0;15.0;73.5046615601;108.021972656;77.3940887451;153.71836853;110.026443481;125.507125854;143.411972046;83.2789154053;148.370986938;61.8685493469;36.2887153625;98.3864059448;134.060089111;153.71836853;76.3960952759
22;1049.0;11.0;1952.0;15.0;4.08859539032;10.0250329971;7.29437351227;42.1346321106;32.9297981262;27.7220058441;39.8245124817;6.11550426483;24.3889102936;1.51477777958;0.0712068229914;37.6008987427;19.5352687836;42.1346321106;4.68580818176
23;1079.0;12.0;1952.0;15.0;6.01235818863;32.6851272583;12.1753368378;33.0056228638;31.9805965424;42.1761398315;28.1305789948;12.4038476944;44.0811004639;0.00153952697292;0.0439370125532;21.421792984;40.5095214844;33.0056228638;7.91114139557
24;1110.0;1.0;1953.0;15.0;1.09880161285;5.98491287231;4.08565187454;21.6670475006;19.0646266937;20.6741142273;22.3647823334;2.39749479294;17.9158592224;0.00196188478731;4.16431339545e-06;17.8242950439;17.2384548187;21.6670475006;1.4824846983
