index;time;month;year;day;Borgou;Collines;BEN;Ouémé;Mono;Kouffo;Atlantique;Donga;Plateau;Atakora;Alibori;Littoral;Zou;Oueme;Borgou+Donga
0;379.0;1.0;1951.0;15.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1;410.0;2.0;1951.0;15.0;0.0102107916027;2.36593127251;3.44384837151;31.1068878174;25.7174091339;16.0610561371;33.8938484192;0.0139199849218;19.3889217377;1.06397374111e-06;9.45751935433e-07;47.1526374817;12.0635375977;31.1068878174;0.0111957704648
2;438.0;3.0;1951.0;15.0;0.88100028038;28.4348430634;10.7616529465;47.9089889526;38.2851142883;46.2421226501;44.1341133118;3.71045279503;51.3098678589;1.14405866043e-05;8.15504172351e-05;19.3880805969;44.7228164673;47.9089889526;1.71482002735
3;469.0;4.0;1951.0;15.0;67.9160461426;136.880065918;68.8722610474;91.028137207;86.2476272583;84.3001022339;83.7047119141;111.582092285;92.811416626;38.5111351013;25.2657604218;76.8511734009;96.6900024414;91.028137207;80.827331543
4;499.0;5.0;1951.0;15.0;128.947357178;194.044036865;171.515396118;464.482910156;385.333465576;350.151397705;450.101654053;139.473464966;416.600494385;110.51990509;117.527946472;404.567779541;353.055297852;464.482910156;132.111846924
5;530.0;6.0;1951.0;15.0;112.223052979;134.533111572;117.682754517;221.459564209;186.774337769;171.626159668;196.573760986;116.899650574;177.25138855;82.9162216187;100.283302307;215.626281738;164.972457886;221.459564209;113.636062622
6;560.0;7.0;1951.0;15.0;167.058242798;161.7940979;170.569107056;109.965950012;76.9486083984;102.738609314;96.9703445435;208.349304199;103.945518494;183.26171875;193.127197266;115.549057007;132.826751709;109.965950012;179.253158569
7;591.0;8.0;1951.0;15.0;210.490768433;147.861663818;221.762786865;56.0403251648;41.0543556213;56.3610649109;49.3055267334;291.296783447;60.1038398743;285.574554443;297.174926758;53.6161842346;80.9647521973;56.0403251648;234.376098633
8;622.0;9.0;1951.0;15.0;183.518585205;203.858978271;211.079574585;398.168121338;273.112060547;289.868652344;381.103424072;200.854949951;330.833587646;239.747344971;151.658782959;296.054473877;293.961639404;398.168121338;188.619277954
9;652.0;10.0;1951.0;15.0;60.6646728516;90.5604019165;59.8828926086;89.6325836182;67.3774642944;93.7792129517;79.3656311035;59.2460250854;115.540718079;44.2261047363;29.5941753387;38.2913970947;119.04863739;89.6325836182;60.2657966614
10;683.0;11.0;1951.0;15.0;27.1381492615;38.8792190552;36.0433921814;112.570976257;101.920509338;95.8689880371;118.811012268;39.7272071838;81.7136230469;30.5945339203;8.45576477051;106.380462646;74.5640716553;112.570976257;30.838010788
11;713.0;12.0;1951.0;15.0;0.000235000043176;0.000370013498468;0.00067855702946;0.00544506683946;0.00462235184386;0.00372834620066;0.00554057117552;0.000123581223306;0.00094128085766;4.83305711896e-06;1.25411952467e-06;0.00472864415497;0.003848237684;0.00544506683946;0.000201775459573
12;744.0;1.0;1952.0;15.0;0.000496486027259;0.00239396234974;0.00607455009595;0.0269045010209;0.205144435167;0.00681537389755;0.0269040409476;0.000572598306462;0.0154167255387;5.37869418622e-05;1.10773430606e-06;0.0329048857093;0.00539195444435;0.0269045010209;0.000519443070516
