index;time;month;year;day;BEN
121;44726.0;6.0;2072.0;15.0;112.998016357
122;45091.0;6.0;2073.0;15.0;89.3082122803
123;45456.0;6.0;2074.0;15.0;100.369781494
124;45821.0;6.0;2075.0;15.0;94.5897369385
125;46187.0;6.0;2076.0;15.0;103.806556702
126;46552.0;6.0;2077.0;15.0;120.392074585
127;46917.0;6.0;2078.0;15.0;89.7348327637
128;47282.0;6.0;2079.0;15.0;84.6894607544
129;47648.0;6.0;2080.0;15.0;106.484291077
130;48013.0;6.0;2081.0;15.0;98.3321304321
131;48378.0;6.0;2082.0;15.0;121.243225098
132;48743.0;6.0;2083.0;15.0;147.478057861
133;49109.0;6.0;2084.0;15.0;112.534996033
134;49474.0;6.0;2085.0;15.0;143.915786743
135;49839.0;6.0;2086.0;15.0;87.8129959106
136;50204.0;6.0;2087.0;15.0;88.9919891357
137;50570.0;6.0;2088.0;15.0;194.332214355
138;50935.0;6.0;2089.0;15.0;98.0777893066
139;51300.0;6.0;2090.0;15.0;115.171020508
140;51665.0;6.0;2091.0;15.0;115.376014709
141;52031.0;6.0;2092.0;15.0;140.139709473
142;52396.0;6.0;2093.0;15.0;140.436080933
143;52761.0;6.0;2094.0;15.0;102.345581055
144;53126.0;6.0;2095.0;15.0;87.5625305176
145;53492.0;6.0;2096.0;15.0;116.696762085
146;53857.0;6.0;2097.0;15.0;100.618301392
147;54222.0;6.0;2098.0;15.0;90.2347717285
148;54587.0;6.0;2099.0;15.0;94.005065918
149;54952.0;6.0;2100.0;15.0;95.0785598755
