index;time;month;year;day;BEN
120;44360.0;6.0;2071.0;15.0;96.6735687256
121;44726.0;6.0;2072.0;15.0;170.718841553
122;45091.0;6.0;2073.0;15.0;99.0677566528
123;45456.0;6.0;2074.0;15.0;122.117263794
124;45821.0;6.0;2075.0;15.0;127.381538391
125;46187.0;6.0;2076.0;15.0;110.845901489
126;46552.0;6.0;2077.0;15.0;161.370193481
127;46917.0;6.0;2078.0;15.0;118.456268311
128;47282.0;6.0;2079.0;15.0;100.978378296
129;47648.0;6.0;2080.0;15.0;111.544654846
130;48013.0;6.0;2081.0;15.0;118.393722534
131;48378.0;6.0;2082.0;15.0;99.869720459
132;48743.0;6.0;2083.0;15.0;100.328323364
133;49109.0;6.0;2084.0;15.0;102.40284729
134;49474.0;6.0;2085.0;15.0;92.8560409546
135;49839.0;6.0;2086.0;15.0;148.129074097
136;50204.0;6.0;2087.0;15.0;90.9259414673
137;50570.0;6.0;2088.0;15.0;97.1242828369
138;50935.0;6.0;2089.0;15.0;86.27709198
139;51300.0;6.0;2090.0;15.0;78.008140564
140;51665.0;6.0;2091.0;15.0;90.4524993896
141;52031.0;6.0;2092.0;15.0;85.7761154175
142;52396.0;6.0;2093.0;15.0;88.1236801147
143;52761.0;6.0;2094.0;15.0;107.25566864
144;53126.0;6.0;2095.0;15.0;157.060348511
145;53492.0;6.0;2096.0;15.0;104.891647339
146;53857.0;6.0;2097.0;15.0;131.778366089
147;54222.0;6.0;2098.0;15.0;112.377784729
148;54587.0;6.0;2099.0;15.0;92.1714401245
149;54952.0;6.0;2100.0;15.0;104.531303406
