index;time;month;year;day;Borgou;Collines;BEN;Ouémé;Mono;Kouffo;Atlantique;Donga;Plateau;Atakora;Alibori;Littoral;Zou;Oueme;Borgou+Donga;Borgou+Collines+Donga+Donga;Collines+Donga+Plateau;Atlantique+Kouffo+Littoral+Mono+Oueme+Plateau+Zou
1514;46460.0;3.0;2077.0;15.0;306.878448486;305.167358398;306.721801758;303.420837402;303.464599609;303.75012207;303.399536133;306.124694824;303.966705322;307.608398438;308.873901367;303.126342773;304.195556641;303.420837402;33.5048522949;33.1228981018;32.251739502;30.6586208344
1515;46491.0;4.0;2077.0;15.0;307.00302124;305.039703369;307.093292236;304.125701904;304.065734863;304.237335205;304.053527832;305.914154053;304.626739502;308.446472168;309.537200928;303.400848389;304.526397705;304.125701904;33.5299339294;33.1577949524;32.1799278259;31.1913585663
1516;46521.0;5.0;2077.0;15.0;304.120910645;302.945007324;304.613616943;303.107391357;303.000213623;302.921966553;303.097412109;303.282165527;303.184783936;305.474853516;306.91809082;302.635345459;302.987640381;303.107391357;30.721660614;30.5543365479;29.9519023895;29.8977603912
1517;46552.0;6.0;2077.0;15.0;302.06842041;301.412445068;302.470947266;301.435028076;301.523193359;301.372528076;301.506896973;301.278747559;301.429443359;302.856719971;304.310333252;301.38949585;301.464111328;301.435028076;28.6838302612;28.6857032776;28.2121868134;28.3058567047
1518;46582.0;7.0;2077.0;15.0;298.918334961;298.907653809;299.265716553;299.065002441;299.123809814;298.949310303;299.085388184;298.4559021;298.977935791;299.256561279;300.294830322;299.139770508;299.094055176;299.065002441;25.6309642792;25.7643356323;25.5909366608;25.8999290466
1519;46613.0;8.0;2077.0;15.0;298.977508545;299.134246826;299.388092041;299.626464844;299.770874023;299.543395996;299.678314209;298.663696289;299.622619629;299.343048096;300.114105225;299.555725098;299.601043701;299.626464844;25.7342834473;25.882894516;25.8571968079;26.4803409576
1520;46644.0;9.0;2077.0;15.0;300.171691895;300.332733154;300.723693848;300.595428467;300.622375488;300.401245117;300.647857666;299.956787109;300.663391113;300.790740967;301.848449707;300.5574646;300.549621582;300.595428467;26.9574184418;27.0782260895;27.0739994049;27.4299678802
1521;46674.0;10.0;2077.0;15.0;302.751342773;302.222839355;303.048858643;301.70791626;301.687744141;301.674926758;301.749664307;302.235290527;301.919555664;303.555633545;304.537536621;301.509796143;301.956604004;301.70791626;29.447763443;29.4139251709;29.0433807373;28.6756668091
1522;46705.0;11.0;2077.0;15.0;303.380340576;303.911499023;303.60244751;303.542205811;303.718963623;303.857330322;303.645599365;303.069641113;303.981018066;303.54284668;303.766815186;302.939422607;304.027404785;303.542205811;30.1379985809;30.4181785583;30.4442691803;30.7062072754
1523;46735.0;12.0;2077.0;15.0;300.606140137;302.114349365;301.033966064;302.575653076;302.358215332;302.274383545;302.516357422;300.808990479;302.571014404;300.840332031;300.162689209;302.515777588;302.540222168;302.575653076;27.515668869;27.9899578094;28.511762619;29.3393154144
1524;46766.0;1.0;2078.0;15.0;299.715637207;301.415374756;299.939147949;301.046417236;301.048492432;301.053436279;301.060852051;300.094177246;301.286712646;299.507965088;298.77355957;301.505859375;301.525756836;301.046417236;26.6775550842;27.1674137115;27.740524292;28.0931510925
1525;46797.0;2.0;2078.0;15.0;301.76071167;302.861602783;301.926727295;302.272247314;302.235839844;302.431182861;302.284454346;301.829620361;302.810028076;301.662841797;301.421966553;301.937652588;302.818389893;302.272247314;28.6307868958;28.9998836517;29.3067474365;29.4149627686
1526;46825.0;3.0;2078.0;15.0;303.705505371;303.223358154;303.735748291;303.138275146;302.954559326;302.970672607;303.070831299;303.182769775;303.312011719;303.973144531;304.505615234;302.765655518;303.110595703;303.138275146;30.400478363;30.3844585419;30.0676937103;29.9596290588
1527;46856.0;4.0;2078.0;15.0;305.354095459;304.092956543;305.539306641;303.445556641;303.662811279;303.738250732;303.506591797;304.633331299;303.61151123;306.450256348;307.408905029;303.082366943;303.754180908;303.445556641;31.9902763367;31.7577323914;31.0972118378;30.4955463409
1528;46886.0;5.0;2078.0;15.0;304.582061768;303.681304932;304.994445801;303.282897949;303.479400635;303.53225708;303.335693359;303.966400146;303.59552002;305.619171143;307.02154541;302.871002197;303.651428223;303.282897949;31.2492389679;31.1133213043;30.6314201355;30.3698883057
1529;46917.0;6.0;2078.0;15.0;303.604370117;303.089752197;303.964263916;302.729919434;303.077758789;303.119293213;302.833343506;303.120361328;303.011505127;304.187835693;305.603485107;302.1300354;303.125335693;302.729919434;30.3106231689;30.2721004486;29.9427375793;29.8631458282
1530;46947.0;7.0;2078.0;15.0;301.090667725;300.559204102;301.383270264;300.373382568;300.501068115;300.314056396;300.403259277;300.581512451;300.309570312;301.622192383;302.918701172;300.539154053;300.445404053;300.373382568;27.7894935608;27.7522029877;27.3896312714;27.2425346375
1531;46978.0;8.0;2078.0;15.0;300.235839844;300.283111572;300.600708008;300.332733154;300.56942749;300.412139893;300.382202148;300.022094727;300.263763428;300.653320312;301.473449707;300.404022217;300.411987305;300.332733154;27.0219249725;27.102388382;27.0300788879;27.237241745
1532;47009.0;9.0;2078.0;15.0;301.193450928;301.318237305;301.522613525;301.11529541;301.086791992;301.061767578;301.091339111;300.83682251;301.366210938;301.469360352;302.478729248;301.043212891;301.420776367;301.11529541;27.937253952;28.0873451233;27.987531662;28.0925426483
1533;47039.0;10.0;2078.0;15.0;303.896820068;303.292358398;303.921569824;302.756378174;302.850219727;303.04107666;302.809844971;303.35559082;303.128234863;304.152526855;304.902374268;302.190612793;303.379089355;302.756378174;30.5862522125;30.5324840546;30.1484737396;29.928483963
1534;47070.0;11.0;2078.0;15.0;304.99331665;304.453399658;305.020751953;303.451629639;303.525787354;303.798126221;303.52041626;304.43371582;304.016479492;305.290771484;306.169036865;302.948913574;304.170410156;303.451629639;31.6771411896;31.6518592834;31.2464427948;30.6988315582
1535;47100.0;12.0;2078.0;15.0;302.221160889;303.311828613;302.738311768;303.998901367;303.77142334;303.692565918;303.961334229;302.196228027;303.940460205;302.488830566;302.628356934;303.772125244;303.862335205;303.998901367;29.0629940033;29.4569263458;29.8019561768;30.7239398956
1536;47131.0;1.0;2079.0;15.0;303.7762146;305.018890381;304.036071777;304.778198242;304.999328613;305.322937012;304.878875732;304.004638672;305.202301025;303.608612061;303.352600098;304.170806885;305.53604126;304.778198242;30.6935539246;31.0663108826;31.49792099;32.0595397949
1537;47162.0;2.0;2079.0;15.0;303.391418457;303.869567871;303.679992676;304.320220947;304.288360596;304.064025879;304.3465271;303.248901367;304.266876221;303.556976318;303.781860352;304.489044189;304.172851562;304.320220947;30.1986274719;30.410112381;30.5243015289;31.0815429688
1538;47190.0;3.0;2079.0;15.0;306.754943848;305.269592285;306.649200439;304.908203125;304.731292725;304.773834229;304.832550049;306.037597656;305.222045898;307.325927734;308.137054443;304.507354736;305.029296875;304.908203125;33.3920097351;33.0786743164;32.4100379944;31.8056812286
1539;47221.0;4.0;2079.0;15.0;306.31137085;304.382781982;306.524108887;303.816711426;303.637969971;303.659759521;303.725494385;305.371490479;304.005889893;307.593597412;309.303100586;303.524871826;303.944213867;303.816711426;32.8822517395;32.4785232544;31.571641922;30.6854190826
1540;47251.0;5.0;2079.0;15.0;304.801208496;303.691711426;305.340026855;303.33215332;303.445251465;303.405334473;303.3699646;303.994598389;303.596710205;306.27947998;307.809631348;303.14932251;303.582855225;303.33215332;31.411151886;31.2580127716;30.6467876434;30.3382396698
1541;47282.0;6.0;2079.0;15.0;302.057830811;301.134094238;302.294525146;301.072540283;301.19430542;301.019592285;301.125030518;301.478149414;300.939483643;302.750457764;303.944335938;301.289337158;301.082397461;301.072540283;28.7356643677;28.5807495117;28.0947246552;27.913482666
