index;time;month;year;day;BEN
121;44726.0;6.0;2072.0;15.0;144.197525024
122;45091.0;6.0;2073.0;15.0;84.3133621216
123;45456.0;6.0;2074.0;15.0;124.52331543
124;45821.0;6.0;2075.0;15.0;172.297302246
125;46187.0;6.0;2076.0;15.0;152.88722229
126;46552.0;6.0;2077.0;15.0;99.2747421265
127;46917.0;6.0;2078.0;15.0;105.284477234
128;47282.0;6.0;2079.0;15.0;103.886459351
129;47648.0;6.0;2080.0;15.0;134.999908447
130;48013.0;6.0;2081.0;15.0;154.970123291
131;48378.0;6.0;2082.0;15.0;173.489578247
132;48743.0;6.0;2083.0;15.0;144.349243164
133;49109.0;6.0;2084.0;15.0;161.184783936
134;49474.0;6.0;2085.0;15.0;113.34072113
135;49839.0;6.0;2086.0;15.0;134.128829956
136;50204.0;6.0;2087.0;15.0;133.724060059
137;50570.0;6.0;2088.0;15.0;99.3104248047
138;50935.0;6.0;2089.0;15.0;104.854370117
139;51300.0;6.0;2090.0;15.0;123.949249268
140;51665.0;6.0;2091.0;15.0;131.43536377
141;52031.0;6.0;2092.0;15.0;105.938522339
142;52396.0;6.0;2093.0;15.0;137.876556396
143;52761.0;6.0;2094.0;15.0;103.917999268
144;53126.0;6.0;2095.0;15.0;139.64302063
145;53492.0;6.0;2096.0;15.0;89.9376907349
146;53857.0;6.0;2097.0;15.0;97.3123779297
147;54222.0;6.0;2098.0;15.0;106.600860596
148;54587.0;6.0;2099.0;15.0;86.8348236084
