"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,25,"BEN","Benin","BENIN","Benin","Benin","","Dahomey","","Bénin ","Benín ","<U+0411><U+0435><U+043D><U+0438><U+043D> ","<U+0628><U+0646><U+064A><U+0646>","<U+8D1D><U+5B81> ","","","Benin","BJ","","BN","204","~1900","Present","6271732","116514.797","53.82777262187565","Western Africa","Africa","1","","","","Sub-Saharan Africa","Low income","Moderately indebted","HIPC","","","","","","1","","","","","1","","","","","","","","","","","","","","","1","","","","","1"
