index;time;month;year;day;Sédhiou;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès;Louga;Fatick;Kédougou;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou.1;Thiès.1;Kédougou.1;Sédhiou.1.1;Thiès.1.1;Kédougou.1.1
58;21715;6;2009;15;97.4066509738;54.6555884836;185.766250403;3.23187965044;223.951143973;68.3709570921;46.9885711413;182.570538557;40.5617361009;179.184127177;68.4376658213;135.288821593;56.0791650111;160.582852277;62.7472658067;97.4066543579;46.988571167;179.184127808;97.4066543579;46.988571167;179.184127808
59;22080;6;2010;15;31.4432069428;44.3706462963;43.242636203;9.94439299188;70.7558233405;101.795190134;28.0406602189;129.693971975;33.7182887248;89.7517796626;63.323719311;77.4415182107;24.4463842363;87.0567458161;22.5391360475;31.4432067871;28.0406608582;89.7517776489;31.4432067871;28.0406608582;89.7517776489
60;22445;6;2011;15;124.492197386;162.552371303;162.723723728;27.6038976699;30.919180501;132.186155324;67.4949041912;85.3848767441;159.65294347;116.39677257;169.805416307;126.607641224;99.7093862296;175.366032468;133.718402744;124.492195129;67.4949035645;116.396774292;124.492195129;67.4949035645;116.396774292
61;22811;6;2012;15;94.2983897819;76.9778196732;85.3820323475;90.0607764165;82.7858301227;130.877712842;93.8199050751;71.7116510304;86.2786029111;475.350955606;72.868392425;129.937806984;89.4647122199;113.431087316;96.2436683482;94.2983856201;93.8199005127;475.350952148;94.2983856201;93.8199005127;475.350952148
62;23176;6;2013;15;197.901169042;153.383874129;129.271209612;58.1170435716;29.3317609937;198.354434387;78.6215375488;131.476473133;146.59585328;76.9712158148;227.02386364;137.662432162;107.71583317;144.746281941;206.614226553;197.901168823;78.6215362549;76.9712142944;197.901168823;78.6215362549;76.9712142944
63;23541;6;2014;15;71.1694206256;61.3330032354;121.326318066;145.425056891;29.7626646266;80.1562810127;75.1844870783;47.8102073607;42.4523495477;140.403649732;63.7560719106;79.4376745074;40.3209784081;106.265045451;44.2607989131;71.169418335;75.1844863892;140.403656006;71.169418335;75.1844863892;140.403656006
64;23906;6;2015;15;81.2381445313;29.9266218491;72.5101076216;124.567582251;64.0061624909;61.7606124965;137.245469222;104.990965754;46.5903673247;146.957848762;31.9308141948;77.1216676716;83.8390347234;55.9003041142;114.908134615;81.2381439209;137.24546814;146.957839966;81.2381439209;137.24546814;146.957839966
65;24272;6;2016;15;228.150296469;78.5089534418;152.389206158;32.118645727;69.8095676474;224.668986721;47.7488126349;140.548892996;80.4390602093;221.004176692;130.046069156;171.71091878;58.9139301292;232.595566996;304.341217638;228.150299072;47.7488136292;221.004180908;228.150299072;47.7488136292;221.004180908
66;24637;6;2017;15;122.718071613;74.5199852641;106.593313312;97.3371118644;111.472362754;61.1414732945;86.0643633474;66.3007345435;90.72725931;119.363574605;66.6959910403;93.2542910019;86.8744810693;102.499777308;158.93500447;122.718070984;86.0643615723;119.363571167;122.718070984;86.0643615723;119.363571167
67;25002;6;2018;15;65.160565887;57.1662829512;128.318272094;31.3932110383;152.494778286;248.001217819;51.1701461615;95.6125010696;56.2842740289;186.162935712;61.7229777893;143.557761487;63.5780649031;184.469588947;67.0790313552;65.1605682373;51.1701469421;186.16293335;65.1605682373;51.1701469421;186.16293335
68;25367;6;2019;15;40.8582956723;59.0433406176;92.85551472;47.6615455387;73.0762377254;59.0774386184;61.2294572919;84.2831807881;59.5127512649;232.054323171;56.6222237642;79.4065927887;53.9240123657;56.9438817629;53.9276712874;40.8582954407;61.2294578552;232.054321289;40.8582954407;61.2294578552;232.054321289
69;25733;6;2020;15;56.2961959833;78.6239163462;79.520806851;238.009644345;61.177797118;78.27457673;270.87340301;96.316440378;111.941746461;116.69943717;78.2583185589;97.4505579202;223.904048436;100.887831819;55.7714564877;56.2961959839;270.873413086;116.699440002;56.2961959839;270.873413086;116.699440002
70;26098;6;2021;15;122.041364127;196.329636885;188.203277683;123.2452624;106.391413329;321.053785022;231.361316864;281.754926801;231.402141352;194.815918138;238.902036062;217.846920841;278.578064777;196.806791664;158.559243045;122.041366577;231.361312866;194.815917969;122.041366577;231.361312866;194.815917969
71;26463;6;2022;15;99.1856216261;75.4154092833;133.8325119;60.1634362627;73.0696877942;105.963740474;60.204782235;96.1493841607;97.3460856451;232.43797373;61.006176087;109.955201795;56.3466356561;114.144316061;134.947122126;99.1856231689;60.2047805786;232.437973022;99.1856231689;60.2047805786;232.437973022
72;26828;6;2023;15;112.018277127;50.0727327933;175.137037721;18.224808117;20.8026342846;67.2600605271;21.4762352508;25.7775077085;35.8212926464;320.72421511;82.1850724281;100.627094027;33.6856254337;140.131187846;61.3800640639;112.0182724;21.476234436;320.724212646;112.0182724;21.476234436;320.724212646
73;27194;6;2024;15;52.4743284288;56.2187804082;87.4860695676;47.9017163795;276.211527469;157.583853243;67.4109215953;227.971265145;42.4733402887;167.322887467;71.3300885634;132.830051534;72.4347310537;79.9662565207;61.6156860071;52.4743270874;67.4109191895;167.322891235;52.4743270874;67.4109191895;167.322891235
74;27559;6;2025;15;104.919834221;118.377661256;120.927425734;149.448581386;75.8682591575;80.6213187981;129.160663113;68.8044760653;148.872042614;263.68364922;94.7204652879;118.111669283;108.217845221;133.757974147;131.916462872;104.919830322;129.16065979;263.683654785;104.919830322;129.16065979;263.683654785
75;27924;6;2026;15;79.6715372033;77.8521425113;81.8238859174;31.4566950265;95.9034821863;90.0477283635;44.265922231;66.5872872211;78.4868247886;164.73773188;127.026739593;95.9774903371;54.2482148468;112.281078749;68.5087192036;79.6715393066;44.2659225464;164.737731934;79.6715393066;44.2659225464;164.737731934
76;28289;6;2027;15;249.285657215;114.088873627;307.3830495;93.9017038927;76.9661205462;128.254094627;89.3534938981;92.4830568245;57.5191797398;113.73710474;126.626003869;130.401547553;67.94366903;135.001083215;129.050689169;249.28565979;89.3534927368;113.737106323;249.28565979;89.3534927368;113.737106323
77;28655;6;2028;15;167.951742148;105.72263808;136.924901071;219.729427849;87.2810237505;100.309610009;161.109667866;98.0176730315;123.415160475;102.873612553;108.007447227;122.638975958;143.054567191;145.970077625;201.396578925;167.95173645;161.109680176;102.87361145;167.95173645;161.109680176;102.87361145
