index;time;month;year;day;Sédhiou;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès;Louga;Fatick;Kédougou;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou.1;Thiès.1;Kédougou.1;Sédhiou.1.1;Thiès.1.1;Kédougou.1.1
27;10392;6;1978;15;112.155422687;59.7060741596;111.108069619;105.915187483;91.1491570594;103.96614962;93.5593692839;126.945998054;73.0537546302;138.519930246;58.3707420881;102.217218038;80.2011490154;94.3161791183;122.61361991;112.155418396;93.5593719482;138.519927979;112.155418396;93.5593719482;138.519927979
28;10757;6;1979;15;147.535877982;88.961540815;124.977797005;85.9804643022;78.978618133;121.340374469;75.1905526245;93.0907302963;85.86698491;89.5155295482;125.619153281;105.550423798;86.6235103295;112.186919427;123.633598188;147.535873413;75.1905517578;89.5155258179;147.535873413;75.1905517578;89.5155258179
29;11123;6;1980;15;93.1678473307;99.6101740465;78.6986054333;108.319782146;34.0889885801;69.2034327709;87.5915939459;60.267813067;92.8109121291;248.911852845;122.707622343;101.846739034;113.886483564;128.306590112;106.965359841;93.1678466797;87.5915985107;248.911849976;93.1678466797;87.5915985107;248.911849976
30;11488;6;1981;15;137.355294321;52.8189577142;86.7059868962;29.7712470754;70.2755488441;79.1299701292;34.0167424759;61.3741244561;44.0830864614;80.3824575162;63.2709006269;73.6374687622;45.6007365337;70.6361063998;141.020300906;137.355300903;34.0167427063;80.3824539185;137.355300903;34.0167427063;80.3824539185
31;11853;6;1982;15;137.315814733;123.180644498;123.71655857;114.739950163;46.9978143862;107.657350571;104.875473517;63.1909227343;123.700540502;222.709665654;107.997029566;119.215439589;97.1414371621;149.246716217;149.746758802;137.315811157;104.875473022;222.709671021;137.315811157;104.875473022;222.709671021
32;12218;6;1983;15;168.731307028;55.0754057531;158.095919647;65.0317664627;54.0280352362;80.8622489777;57.4107053947;64.5385268363;62.7097679905;128.261151873;56.3891996294;86.9609307936;48.4862409215;76.2556783994;184.455345799;168.731307983;57.4107055664;128.261154175;168.731307983;57.4107055664;128.261154175
33;12584;6;1984;15;63.6988344432;87.6399603528;61.9284757889;47.5689297378;46.780148131;97.807911218;51.9311254705;63.9889451519;78.7319260501;105.499952324;86.3291220704;81.0173666116;56.2398926482;101.15113825;84.9513878453;63.6988334656;51.9311256409;105.499954224;63.6988334656;51.9311256409;105.499954224
34;12949;6;1985;15;109.145578941;62.9180626659;91.709614627;49.945459899;49.7117450501;49.9386459005;46.1956619227;43.4653040457;63.0962230021;95.2006218417;49.5577506219;64.5804915064;44.6053687821;61.1551366392;147.633602179;109.145576477;46.1956634521;95.2006225586;109.145576477;46.1956634521;95.2006225586
35;13314;6;1986;15;153.470994224;118.394475603;136.124002663;108.814687987;115.823032079;108.578069553;87.5607517862;94.1829955028;126.723801821;159.540690001;77.3166044158;120.338841505;73.3823548449;135.924719324;146.816453735;153.470993042;87.5607528687;159.54069519;153.470993042;87.5607528687;159.54069519
36;13679;6;1987;15;83.3370753663;106.530417241;92.6261123502;79.3471454165;23.7992033785;73.1177183186;62.4400142068;41.0320127986;96.9623096099;99.4941270356;108.128446764;76.6468859503;65.2866019208;97.3620793693;79.4829310576;83.3370742798;62.4400138855;99.4941253662;83.3370742798;62.4400138855;99.4941253662
37;14045;6;1988;15;97.4209328882;128.893679924;116.808909852;149.795735479;70.2560790836;136.116438129;115.628581589;99.143687089;120.775243388;181.0813872;147.120120985;129.105698398;112.149480645;155.229156316;157.283212575;97.4209365845;115.628578186;181.081390381;97.4209365845;115.628578186;181.081390381
