index;time;month;year;day;Sédhiou;Thiès;Kédougou;Sédhiou.1;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès.1;Louga;Fatick;Kédougou.1;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou.1.1;Thiès.1.1;Kédougou.1.1
943;29081.0;8.0;2029.0;15.0;64.2614898682;33.6657295227;114.953010559;64.2614898682;63.0138893127;84.0246505737;44.7790756226;13.7371578217;17.7068767548;33.6657295227;9.18154907227;47.1214561462;114.953010559;45.5859031677;46.4848518372;24.2412853241;62.4669418335;48.5832252502;64.2614898682;33.6657295227;114.953010559
944;29112.0;9.0;2029.0;15.0;42.7573776245;3.48682570457;14.0118608475;42.7573776245;7.28614997864;14.5136432648;1.63039171696;11.5533285141;48.7944946289;3.48682570457;8.39147567749;5.68713903427;14.0118608475;7.13517999649;20.5408725739;7.86920642853;22.4468803406;44.8687705994;42.7573776245;3.48682570457;14.0118608475
945;29142.0;10.0;2029.0;15.0;13.7292194366;7.70220518112;6.67613458633;13.7292194366;4.5713596344;39.0038871765;5.76299953461;4.38966560364;13.9227371216;7.70220518112;4.05962181091;5.17699337006;6.67613458633;13.8654785156;16.3113975525;6.20874071121;31.8868560791;27.5538330078;13.7292194366;7.70220518112;6.67613458633
946;29173.0;11.0;2029.0;15.0;0.00883711036295;0.00480105075985;0.0901245698333;0.00883711036295;0.000514940242283;0.07527448982;0.00872856657952;0.0010688129114;2.53127909673e-05;0.00480105075985;0.00180846406147;0.00219874153845;0.0901245698333;0.000168210346601;0.0154459178448;0.000821948517114;0.00063329609111;0.012809372507;0.00883711036295;0.00480105075985;0.0901245698333
947;29203.0;12.0;2029.0;15.0;1.02840276668e-05;0.00238247984089;1.00192585251e-06;1.02840276668e-05;2.51399842455e-06;2.88187061415e-06;0.0110001312569;2.93633984256e-05;0.000346513057593;0.00238247984089;6.54613977531e-05;0.000311754411086;1.00192585251e-06;2.65543985734e-05;0.000207851539017;0.000221903494094;1.40887832458e-05;0.000172668689629;1.02840276668e-05;0.00238247984089;1.00192585251e-06
948;29234.0;1.0;2030.0;15.0;4.32816113971e-06;0.0859090089798;1.97822799919e-07;4.32816113971e-06;0.000178655289346;1.90794068544e-07;0.407378941774;0.164522171021;2.30496524978e-07;0.0859090089798;0.0359133854508;0.00463893450797;1.97822799919e-07;8.15487055661e-07;0.02635166049;0.00447994144633;2.61627945974e-07;0.00475467601791;4.32816113971e-06;0.0859090089798;1.97822799919e-07
949;29265.0;2.0;2030.0;15.0;1.48778099174e-07;0.0133165093139;1.34561819465e-08;1.48778099174e-07;1.90637067021e-07;1.4198315057e-07;0.0285570900887;0.00127168255858;1.63234105344e-07;0.0133165093139;0.00277924910188;4.87903853355e-05;1.34561819465e-08;1.84988337537e-07;0.00111184234265;0.000456062349258;1.20112133573e-07;9.00242321222e-06;1.48778099174e-07;0.0133165093139;1.34561819465e-08
950;29293.0;3.0;2030.0;15.0;0.00118355220184;0.0204310473055;0.00779258925468;0.00118355220184;0.000115565046144;0.000870135147125;0.0280723199248;0.0288107208908;2.36204250541e-05;0.0204310473055;0.0245376974344;0.00338761555031;0.00779258925468;9.7937800092e-06;0.00799184199423;0.002603872912;0.000277258513961;0.00496258214116;0.00118355220184;0.0204310473055;0.00779258925468
951;29324.0;4.0;2030.0;15.0;0.000910034344997;0.0416520126164;0.0462739244103;0.000910034344997;0.00917369965464;0.000307180074742;0.0635889917612;0.0133885014802;0.00289112096652;0.0416520126164;0.00503723556176;0.0406666174531;0.0462739244103;0.00103344302624;0.0117573672906;0.0114535521716;0.0028472719714;0.0166818592697;0.000910034344997;0.0416520126164;0.0462739244103
952;29354.0;5.0;2030.0;15.0;4.90165901184;0.0463245622814;65.1068878174;4.90165901184;0.431037902832;4.58905649185;0.0859073698521;0.156578272581;0.30788615346;0.0463245622814;0.296546578407;0.164308220148;65.1068878174;3.23017549515;9.35631084442;0.0354116000235;11.821562767;11.0143737793;4.90165901184;0.0463245622814;65.1068878174
953;29385.0;6.0;2030.0;15.0;18.0839881897;0.566705703735;17.7381916046;18.0839881897;5.99981212616;18.6734409332;0.830918252468;2.41128396988;6.42102050781;0.566705703735;4.02281999588;2.87541437149;17.7381916046;6.91036176682;10.2316045761;2.91682624817;15.5877218246;25.6236591339;18.0839881897;0.566705703735;17.7381916046
954;29415.0;7.0;2030.0;15.0;118.730857849;55.5696678162;15.4104776382;118.730857849;52.5330276489;83.2487106323;98.9102096558;31.9271755219;21.2603244781;55.5696678162;65.2974014282;41.4162406921;15.4104776382;104.346580505;48.9015312195;53.2033882141;29.7739963531;103.917953491;118.730857849;55.5696678162;15.4104776382
955;29446.0;8.0;2030.0;15.0;39.9666938782;43.6654319763;85.2830276489;39.9666938782;16.5895423889;42.0431785583;56.8744087219;52.7297325134;41.2761077881;43.6654319763;33.6693000793;27.1568126678;85.2830276489;15.3729724884;47.5922698975;31.6154079437;60.5804710388;68.5532608032;39.9666938782;43.6654319763;85.2830276489
956;29477.0;9.0;2030.0;15.0;41.1903686523;31.4605693817;48.7613639832;41.1903686523;32.2088050842;45.1053237915;31.6354408264;19.7278003693;41.5782356262;31.4605693817;16.4690818787;33.1973724365;48.7613639832;24.3306808472;33.646697998;17.8125247955;36.6143035889;49.2120933533;41.1903686523;31.4605693817;48.7613639832
957;29507.0;10.0;2030.0;15.0;9.16936683655;5.8562912941;15.300743103;9.16936683655;10.0125932693;11.3251047134;1.27144908905;38.5671730042;23.5893344879;5.8562912941;57.1727638245;11.2289733887;15.300743103;13.8020172119;20.9828720093;11.4286403656;7.31074523926;14.1264944077;9.16936683655;5.8562912941;15.300743103
958;29538.0;11.0;2030.0;15.0;0.0110619245097;0.0213208310306;0.0743515491486;0.0110619245097;0.00137781188823;0.00552142085508;0.0499369129539;0.00161056930665;0.00770816020668;0.0213208310306;0.00226107565686;0.00731066195294;0.0743515491486;0.00117543479428;0.0109861884266;0.00278123281896;0.00247161462903;0.0063733602874;0.0110619245097;0.0213208310306;0.0743515491486
959;29568.0;12.0;2030.0;15.0;0.000191451152205;0.223423153162;7.73037572799e-06;0.000191451152205;0.0227978788316;6.42093118586e-06;0.28856959939;0.0576319620013;0.000111879206088;0.223423153162;0.0600795708597;0.0974553525448;7.73037572799e-06;0.000539412605576;0.0286669246852;0.0697846934199;4.43449107479e-06;0.0173554830253;0.000191451152205;0.223423153162;7.73037572799e-06
960;29599.0;1.0;2031.0;15.0;4.13456609749e-06;0.0718682035804;1.86438796845e-07;4.13456609749e-06;0.000182045972906;1.20467490206e-07;0.395793825388;0.000757662870456;1.27303792397e-07;0.0718682035804;0.00121024460532;0.00880183838308;1.86438796845e-07;2.10175997495e-07;0.00472074514255;0.00452824216336;1.38296201158e-07;0.00702146627009;4.13456609749e-06;0.0718682035804;1.86438796845e-07
961;29630.0;2.0;2031.0;15.0;1.81294936397e-07;0.000841480970848;1.82058386144e-08;1.81294936397e-07;1.56825990416e-07;1.66376324273e-07;0.00728619797155;1.08964504761e-05;1.43927167073e-07;0.000841480970848;7.96237327449e-06;9.06308196136e-06;1.82058386144e-08;1.64605509667e-07;5.85698689974e-05;1.23978707052e-05;1.05658294558e-07;1.88944540014e-07;1.81294936397e-07;0.000841480970848;1.82058386144e-08
962;29658.0;3.0;2031.0;15.0;0.0292455870658;0.0331832580268;0.01547922194;0.0292455870658;0.000327406683937;0.00825111847371;0.0803742259741;0.00932796858251;3.5257799027e-06;0.0331832580268;0.0105826258659;0.0693496540189;0.01547922194;1.85696062545e-05;0.0125735206529;0.00160027958918;0.00520194228739;0.0716964527965;0.0292455870658;0.0331832580268;0.01547922194
963;29689.0;4.0;2031.0;15.0;0.0259504951537;0.0382337495685;9.01413536072;0.0259504951537;0.00632144603878;0.583926916122;0.0811030566692;0.0214991252869;0.0139241497964;0.0382337495685;0.011170967482;0.0470222979784;9.01413536072;0.00334098935127;0.995756864548;0.00992636941373;0.739667892456;0.0315535739064;0.0259504951537;0.0382337495685;9.01413536072
964;29719.0;5.0;2031.0;15.0;1.71723496914;0.0744584947824;14.6955270767;1.71723496914;0.199221968651;4.62877130508;0.130108773708;0.0891647413373;1.73354578018;0.0744584947824;0.296498626471;0.137039139867;14.6955270767;0.959790825844;3.41854166985;0.105491414666;6.41969394684;0.298743516207;1.71723496914;0.0744584947824;14.6955270767
965;29750.0;6.0;2031.0;15.0;22.0903663635;19.8677120209;108.815483093;22.0903663635;28.2357845306;212.302810669;36.9248275757;24.4232578278;63.1311187744;19.8677120209;12.3844985962;37.3045578003;108.815483093;39.7587127686;82.517364502;8.22158336639;173.682662964;28.1760883331;22.0903663635;19.8677120209;108.815483093
966;29780.0;7.0;2031.0;15.0;20.1526966095;15.1710672379;64.2945251465;20.1526966095;16.4213294983;18.4368171692;8.47088909149;26.4575366974;53.2683067322;15.1710672379;33.619102478;17.2155895233;64.2945251465;29.8331165314;42.6406097412;18.2494068146;74.5789108276;21.1234855652;20.1526966095;15.1710672379;64.2945251465
967;29811.0;8.0;2031.0;15.0;24.8032627106;28.4861545563;44.9462661743;24.8032627106;9.78254795074;12.0335178375;26.9429092407;32.6420822144;49.3723449707;28.4861545563;13.265873909;14.4564170837;44.9462661743;6.79402494431;30.3944473267;15.2818117142;41.3253288269;36.3394775391;24.8032627106;28.4861545563;44.9462661743
968;29842.0;9.0;2031.0;15.0;14.6930513382;23.6692295074;10.5236444473;14.6930513382;24.89311409;18.3518714905;6.43126869202;5.55219602585;6.84049129486;23.6692295074;8.17496871948;22.3192577362;10.5236444473;17.520532608;12.5319738388;35.2383346558;12.3394670486;9.2366104126;14.6930513382;23.6692295074;10.5236444473
969;29872.0;10.0;2031.0;15.0;3.37769365311;0.16323377192;3.66911625862;3.37769365311;2.60486650467;3.85343933105;0.0732618421316;0.0819768086076;1.05699849129;0.16323377192;0.884784162045;1.93178391457;3.66911625862;2.15902614594;2.07568264008;2.42321062088;2.94814562798;3.40984916687;3.37769365311;0.16323377192;3.66911625862
970;29903.0;11.0;2031.0;15.0;0.0163286235183;0.00299605051987;0.0910228341818;0.0163286235183;0.00247238506563;0.0786966010928;0.00956345256418;0.00862450711429;0.00799888186157;0.00299605051987;0.00225285673514;0.00205569039099;0.0910228341818;0.00138502346817;0.0204907171428;0.000701795448549;0.0130406050012;0.00745254894719;0.0163286235183;0.00299605051987;0.0910228341818
971;29933.0;12.0;2031.0;15.0;0.00154764822219;0.0113731650636;3.35894692398e-05;0.00154764822219;0.000301389751257;7.70313927205e-05;0.0550015233457;0.000704276841134;0.00103604211472;0.0113731650636;0.00129343057051;0.000442879158072;3.35894692398e-05;0.000255685707089;0.00132566981483;0.00103307387326;0.000446094927611;0.00267288973555;0.00154764822219;0.0113731650636;3.35894692398e-05
972;29964.0;1.0;2032.0;15.0;1.57232918241e-07;8.01781570772e-05;1.2696838894e-05;1.57232918241e-07;1.27913679648e-07;0.00188027799595;0.000682797050104;0.000302412750898;0.000168323254911;8.01781570772e-05;0.000118580035632;2.46422428063e-06;1.2696838894e-05;1.69832276242e-07;0.000213638079003;2.01598868443e-06;1.53561290972e-06;0.000156846086611;1.57232918241e-07;8.01781570772e-05;1.2696838894e-05
973;29995.0;2.0;2032.0;15.0;9.57624724833e-05;0.00696492940187;3.82097005058e-06;9.57624724833e-05;0.00182786770165;1.67158505064e-05;0.0052362033166;0.000107528736407;0.000331984920194;0.00696492940187;0.000818605069071;0.0530309230089;3.82097005058e-06;6.8487097451e-06;0.00252096983604;0.000332627998432;4.4462733058e-05;0.0107952868566;9.57624724833e-05;0.00696492940187;3.82097005058e-06
974;30024.0;3.0;2032.0;15.0;0.00431021070108;0.0326479747891;0.00495593156666;0.00431021070108;0.00154619244859;0.00495822215453;0.0613666325808;0.0160665456206;0.00366036593914;0.0326479747891;0.065457880497;0.028112763539;0.00495593156666;0.000604061759077;0.0156810209155;0.00408396171406;0.00568606704473;0.0193536635488;0.00431021070108;0.0326479747891;0.00495593156666
975;30055.0;4.0;2032.0;15.0;0.00176158663817;0.0121640898287;0.000312185933581;0.00176158663817;0.00109368341509;7.38255184842e-05;0.0378048680723;0.00100446853321;8.61135631567e-05;0.0121640898287;0.00146421382669;0.0203979108483;0.000312185933581;1.47725768329e-05;0.00250105350278;0.000966141466051;6.64948893245e-05;0.0247584916651;0.00176158663817;0.0121640898287;0.000312185933581
976;30085.0;5.0;2032.0;15.0;3.46519804001;0.0744498297572;4.1370382309;3.46519804001;0.618919789791;1.78249287605;0.0740326568484;0.0770063996315;0.419336348772;0.0744498297572;0.234021380544;0.314032226801;4.1370382309;0.62164658308;1.57603311539;0.303256243467;2.60902571678;6.71371364594;3.46519804001;0.0744498297572;4.1370382309
977;30116.0;6.0;2032.0;15.0;10.9915294647;1.3499943018;11.2848234177;10.9915294647;5.64674568176;8.7956533432;1.50568854809;1.48085045815;4.52671527863;1.3499943018;2.49555850029;3.55179619789;11.2848234177;6.07354450226;5.80186843872;6.08237171173;7.67375278473;5.72247028351;10.9915294647;1.3499943018;11.2848234177
978;30146.0;7.0;2032.0;15.0;50.3504981995;57.7268218994;74.5034255981;50.3504981995;44.3472175598;63.7199707031;54.7280693054;25.9476165771;27.9345912933;57.7268218994;47.8869857788;41.6918029785;74.5034255981;74.4566421509;51.0834579468;54.9575576782;63.1708259583;36.1136703491;50.3504981995;57.7268218994;74.5034255981
979;30177.0;8.0;2032.0;15.0;61.8395500183;26.8304710388;26.0201282501;61.8395500183;39.0503082275;45.9770050049;34.528213501;24.1027870178;59.3233184814;26.8304710388;13.7505302429;45.5895500183;26.0201282501;28.3899230957;38.8066101074;25.7656803131;47.4221038818;54.7565422058;61.8395500183;26.8304710388;26.0201282501
980;30208.0;9.0;2032.0;15.0;19.5813598633;24.0818157196;66.1034851074;19.5813598633;12.9023771286;19.4258613586;14.0431842804;20.5786018372;39.0009078979;24.0818157196;27.6181297302;24.3165130615;66.1034851074;13.3883876801;33.3976631165;23.3811340332;47.1082839966;24.6692485809;19.5813598633;24.0818157196;66.1034851074
981;30238.0;10.0;2032.0;15.0;6.63868761063;7.066634655;4.87000513077;6.63868761063;4.8931145668;4.483502388;16.1888446808;19.8533058167;19.2577972412;7.066634655;6.85047245026;6.09242486954;4.87000513077;4.68335151672;8.82507896423;4.20114278793;4.29392671585;6.77573347092;6.63868761063;7.066634655;4.87000513077
982;30269.0;11.0;2032.0;15.0;0.359004467726;0.00678689777851;0.0357881039381;0.359004467726;0.618762791157;0.496462702751;0.012894930318;0.352383941412;0.645778119564;0.00678689777851;0.0384402759373;0.0932932198048;0.0357881039381;0.877963840961;0.2960087955;0.154548197985;0.16355457902;0.0696552693844;0.359004467726;0.00678689777851;0.0357881039381
983;30299.0;12.0;2032.0;15.0;2.81112625089e-06;0.0295815262944;1.01582031675e-06;2.81112625089e-06;0.000236007530475;1.06557411073e-06;0.208214983344;0.00185812090058;4.8272915592e-05;0.0295815262944;0.00213534920476;0.000406738661695;1.01582031675e-06;1.22900009956e-05;0.00230665993877;0.00112036883365;1.92624538613e-05;0.000366268010112;2.81112625089e-06;0.0295815262944;1.01582031675e-06
984;30330.0;1.0;2033.0;15.0;4.60399132862e-05;0.587587118149;4.18660448531e-07;4.60399132862e-05;0.00154574250337;1.43626365912e-07;2.43629145622;0.114071175456;9.87739040283e-05;0.587587118149;0.0481680110097;0.0509129799902;4.18660448531e-07;0.000296149461064;0.0523540191352;0.0580437555909;2.03049083325e-07;0.0694649964571;4.60399132862e-05;0.587587118149;4.18660448531e-07
985;30361.0;2.0;2033.0;15.0;0.00121715292335;0.202831074595;0.00482147652656;0.00121715292335;0.00605077575892;0.00175670534372;0.406866788864;0.00581357628107;0.00996439531446;0.202831074595;0.0203205626458;0.0105121321976;0.00482147652656;0.0173947550356;0.0201205480844;0.013446347788;0.0175969731063;0.0137732895091;0.00121715292335;0.202831074595;0.00482147652656
986;30389.0;3.0;2033.0;15.0;0.00740318465978;0.0281767770648;0.00389881315641;0.00740318465978;0.0572368577123;0.00155297585297;0.104092277586;0.000232559541473;3.73103645757e-08;0.0281767770648;0.000715057423804;0.188910722733;0.00389881315641;0.00761775905266;0.0120781911537;0.00164067593869;0.000253703939961;0.0556133463979;0.00740318465978;0.0281767770648;0.00389881315641
987;30420.0;4.0;2033.0;15.0;0.00031983689405;0.0158459227532;0.0106708444655;0.00031983689405;0.000509194389451;0.000287649600068;0.0472678802907;0.102291412652;0.0566793419421;0.0158459227532;0.0372516028583;0.00604810705408;0.0106708444655;0.00487418146804;0.028537498787;0.00362309301272;0.0110968444496;0.0122081637383;0.00031983689405;0.0158459227532;0.0106708444655
988;30450.0;5.0;2033.0;15.0;0.0202984251082;0.0276705920696;0.22392590344;0.0202984251082;0.0128192203119;0.00806136801839;0.0740683823824;0.0178017914295;0.55361610651;0.0276705920696;0.0103077422827;0.0605659410357;0.22392590344;0.00683302478865;0.374244838953;0.00329471006989;1.182543993;0.332052081823;0.0202984251082;0.0276705920696;0.22392590344
989;30481.0;6.0;2033.0;15.0;15.0357313156;0.424396693707;17.7760982513;15.0357313156;3.5364780426;16.4942035675;0.784276664257;0.575905561447;7.21000099182;0.424396693707;1.4853746891;2.16677832603;17.7760982513;6.44089841843;8.07287883759;2.36604309082;13.2528800964;1.60309040546;15.0357313156;0.424396693707;17.7760982513
990;30511.0;7.0;2033.0;15.0;113.622238159;11.4929304123;27.2521705627;113.622238159;15.3657169342;82.1891021729;2.92431092262;4.71138525009;8.82728004456;11.4929304123;5.81451320648;12.494307518;27.2521705627;10.0498189926;23.4238948822;10.71879673;20.3885707855;56.2094116211;113.622238159;11.4929304123;27.2521705627
991;30542.0;8.0;2033.0;15.0;33.4100952148;21.0042591095;54.7878303528;33.4100952148;9.95081710815;18.492433548;28.8988037109;24.3796539307;39.8526878357;21.0042591095;15.3320016861;12.3210849762;54.7878303528;15.1086883545;28.0418701172;19.0460567474;32.9063339233;21.3233261108;33.4100952148;21.0042591095;54.7878303528
992;30573.0;9.0;2033.0;15.0;14.3905572891;14.5748872757;62.8273620605;14.3905572891;11.1782245636;14.1187429428;6.58711051941;10.0647058487;19.1350250244;14.5748872757;17.6605148315;13.9849348068;62.8273620605;16.7959632874;23.4778156281;14.850894928;33.8038444519;16.8067150116;14.3905572891;14.5748872757;62.8273620605
993;30603.0;10.0;2033.0;15.0;5.86609840393;5.35450172424;18.478887558;5.86609840393;4.45318937302;7.50683403015;1.88405120373;18.7353820801;13.3191566467;5.35450172424;11.36216259;2.99416708946;18.478887558;4.75611829758;10.4534435272;4.89210987091;8.99530792236;4.09096717834;5.86609840393;5.35450172424;18.478887558
994;30634.0;11.0;2033.0;15.0;0.269749134779;0.0123576112092;0.558549880981;0.269749134779;0.0932068005204;0.128912940621;0.0116708427668;0.0322505198419;0.0229336246848;0.0123576112092;0.0097166467458;0.0535358302295;0.558549880981;0.0706430003047;0.126628771424;0.00912084244192;0.135612010956;0.419512361288;0.269749134779;0.0123576112092;0.558549880981
