index;time;month;year;day;Sédhiou;Thiès;Kédougou;Sédhiou.1;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès.1;Louga;Fatick;Kédougou.1;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou;Thiès;Kédougou
0;379.0;1.0;1951.0;15.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1;410.0;2.0;1951.0;15.0;0.0275426283479;0.117756970227;0.105256892741;0.0275426283479;0.00127568782773;0.0330565199256;0.0702007934451;0.328162252903;0.369459986687;0.117756970227;0.225134640932;0.00401065964252;0.105256892741;0.0869593247771;0.166994675994;0.023392079398;0.0918066576123;0.266064792871;0.0275426283479;0.117756970227;0.105256892741
2;438.0;3.0;1951.0;15.0;0.0111083080992;0.0130320396274;0.172685608268;0.0111083080992;0.00444692792371;0.0202413499355;0.0258148834109;0.00245183589868;0.00456265872344;0.0130320396274;0.00227786414325;0.0194264538586;0.172685608268;0.000857110426296;0.0225587431341;0.00577626144513;0.00978625565767;0.0191095247865;0.0111083080992;0.0130320396274;0.172685608268
3;469.0;4.0;1951.0;15.0;0.261535584927;0.0316702574492;1.09885919094;0.261535584927;0.0876311436296;0.329635024071;0.0482853092253;0.106875672936;0.283722996712;0.0316702574492;0.0980658382177;0.0735351294279;1.09885919094;0.135320588946;0.309046566486;0.0918636247516;0.437887221575;0.172321453691;0.261535584927;0.0316702574492;1.09885919094
4;499.0;5.0;1951.0;15.0;10.0707817078;0.843716919422;17.6926193237;10.0707817078;3.63927745819;12.2211923599;0.935916125774;2.48048782349;2.48714804649;0.843716919422;1.13341677189;2.50222468376;17.6926193237;2.46760773659;5.66850948334;0.824954211712;6.4029583931;10.8518676758;10.0707817078;0.843716919422;17.6926193237
5;530.0;6.0;1951.0;15.0;109.40587616;22.5062599182;61.5914764404;109.40587616;39.3954544067;103.442214966;17.4763946533;9.09889316559;19.0184783936;22.5062599182;10.4913921356;44.4708786011;61.5914764404;30.3794193268;38.4689826965;23.3895149231;40.3659324646;65.5498962402;109.40587616;22.5062599182;61.5914764404
6;560.0;7.0;1951.0;15.0;104.909828186;42.7646217346;78.991355896;104.909828186;66.5475006104;77.6880645752;57.1868133545;18.5297813416;35.5391769409;42.7646217346;24.1537151337;65.8848648071;78.991355896;54.9766159058;53.0083503723;40.6080207825;60.2580451965;107.984741211;104.909828186;42.7646217346;78.991355896
7;591.0;8.0;1951.0;15.0;71.1694107056;58.0164642334;110.152168274;71.1694107056;68.215927124;69.8706207275;86.5218658447;29.6495323181;62.682975769;58.0164642334;36.107837677;82.4793548584;110.152168274;55.4489402771;69.2007598877;55.1800193787;93.1251754761;108.549888611;71.1694107056;58.0164642334;110.152168274
8;622.0;9.0;1951.0;15.0;74.8367614746;65.5378417969;125.798339844;74.8367614746;69.1444854736;97.4245452881;65.6594772339;35.6224479675;73.9091415405;65.5378417969;69.0121383667;76.101852417;125.798339844;101.3984375;89.1140899658;81.5498046875;127.507865906;89.1376037598;74.8367614746;65.5378417969;125.798339844
9;652.0;10.0;1951.0;15.0;31.796037674;18.4676113129;32.3022499084;31.796037674;28.4788951874;33.465587616;14.4118709564;9.41495132446;28.2527885437;18.4676113129;21.2488307953;25.0133495331;32.3022499084;31.5984668732;27.608165741;28.571023941;34.4967384338;35.9544067383;31.796037674;18.4676113129;32.3022499084
10;683.0;11.0;1951.0;15.0;3.00208902359;2.0003452301;0.264121651649;3.00208902359;1.01833260059;1.7885311842;3.7784640789;0.122429281473;0.0288304612041;2.0003452301;0.518448472023;1.54097938538;0.264121651649;0.913677573204;0.716587841511;0.54640775919;0.155216306448;3.14132642746;3.00208902359;2.0003452301;0.264121651649
11;713.0;12.0;1951.0;15.0;1.6078363657;1.99945259094;9.33017730713;1.6078363657;0.914402902126;0.979652881622;3.67555141449;0.0995720997453;0.0216121543199;1.99945259094;0.498279452324;1.38387727737;9.33017730713;0.858892381191;1.34442961216;0.489075094461;0.32939389348;1.2512652874;1.6078363657;1.99945259094;9.33017730713
12;744.0;1.0;1952.0;15.0;0.00147617107723;0.0377992168069;9.77445030212;0.00147617107723;0.000181811134098;0.0130393607542;0.121408097446;0.0115948021412;0.226493179798;0.0377992168069;0.0125222252682;0.000984093290754;9.77445030212;0.00080937158782;0.987877190113;0.00336431805044;0.467124581337;0.000646155211143;0.00147617107723;0.0377992168069;9.77445030212
13;775.0;2.0;1952.0;15.0;0.0292651932687;0.156501218677;0.0152187561616;0.0292651932687;0.045177616179;0.0635622292757;0.232441827655;0.0654127895832;0.013578850776;0.156501218677;0.0750589668751;0.103727631271;0.0152187561616;0.0681102648377;0.0529712513089;0.0979003086686;0.039895799011;0.0535799972713;0.0292651932687;0.156501218677;0.0152187561616
14;804.0;3.0;1952.0;15.0;0.0401475131512;0.0478774644434;0.944973886013;0.0401475131512;0.0132923927158;0.0362203940749;0.166439443827;0.0218270272017;0.028266845271;0.0478774644434;0.0120955714956;0.0395146980882;0.944973886013;0.021853512153;0.108278796077;0.013111403212;0.0267726127058;0.0353045798838;0.0401475131512;0.0478774644434;0.944973886013
15;835.0;4.0;1952.0;15.0;0.250085055828;0.0247133597732;0.516652882099;0.250085055828;0.0389276780188;0.134502366185;0.0318072326481;0.17704154551;0.0604834631085;0.0247133597732;0.030616607517;0.0340186133981;0.516652882099;0.0426561236382;0.133689820766;0.0190136507154;0.0731792598963;0.481743425131;0.250085055828;0.0247133597732;0.516652882099
16;865.0;5.0;1952.0;15.0;22.1801776886;3.00336432457;34.2666435242;22.1801776886;15.7839870453;20.8157997131;1.96137261391;2.33249425888;9.24963092804;3.00336432457;5.12631988525;14.9135704041;34.2666435242;14.8471250534;14.2551717758;8.79658031464;17.9483242035;23.2387504578;22.1801776886;3.00336432457;34.2666435242
17;896.0;6.0;1952.0;15.0;67.9761886597;21.4003715515;122.277442932;67.9761886597;46.9807624817;104.366249084;8.73931217194;9.5987701416;26.0280227661;21.4003715515;16.8497962952;38.6738128662;122.277442932;52.2166481018;60.0168304443;26.4721450806;106.600227356;70.4807739258;67.9761886597;21.4003715515;122.277442932
18;926.0;7.0;1952.0;15.0;74.455291748;20.4358177185;73.7267150879;74.455291748;40.8031806946;54.9217834473;7.44759702682;62.9801177979;86.3879928589;20.4358177185;32.9074249268;38.2461662292;73.7267150879;34.9662322998;57.8433380127;29.5062770844;58.8297233582;93.0233840942;74.455291748;20.4358177185;73.7267150879
