index;time;month;year;day;Sédhiou;Thiès;Kédougou;Sédhiou.1;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès.1;Louga;Fatick;Kédougou.1;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou;Thiès;Kédougou
0;379.0;1.0;1951.0;15.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1;410.0;2.0;1951.0;15.0;0.0327623561025;3.218663187e-05;0.00268509075977;0.0327623561025;0.000610479037277;0.065630055964;0.000199041896849;0.000552625802811;0.000294485420454;3.218663187e-05;0.00061945169;0.000766650831793;0.00268509075977;0.00171311327722;0.00801614485681;0.000977820367552;0.00257044844329;0.0319356024265;0.0327623561025;3.218663187e-05;0.00268509075977
2;438.0;3.0;1951.0;15.0;0.0324331410229;0.00522648403421;0.0209717210382;0.0324331410229;0.000254686950939;0.0590551160276;0.0239391122013;0.000457134447061;0.000189438040252;0.00522648403421;0.00102661189158;0.0081981010735;0.0209717210382;0.000717632006854;0.00981837697327;0.00123121554498;0.00219887937419;0.0388905480504;0.0324331410229;0.00522648403421;0.0209717210382
3;469.0;4.0;1951.0;15.0;0.00683852517977;0.0430574826896;0.0656284987926;0.00683852517977;0.00401256000623;0.00201884261332;0.117819592357;0.0709841698408;0.118798933923;0.0430574826896;0.0395127609372;0.0163386780769;0.0656284987926;0.016751119867;0.0441385619342;0.00582590559497;0.0171884223819;0.0312679745257;0.00683852517977;0.0430574826896;0.0656284987926
4;499.0;5.0;1951.0;15.0;11.2539691925;0.421149134636;44.6775856018;11.2539691925;5.56929302216;19.9154090881;0.174036934972;6.77610731125;8.12961673737;0.421149134636;2.52251553535;3.1257956028;44.6775856018;7.15567016602;12.6750841141;1.38422453403;17.3113555908;9.46924591064;11.2539691925;0.421149134636;44.6775856018
5;530.0;6.0;1951.0;15.0;110.74331665;69.9361114502;84.0799713135;110.74331665;95.7899398804;123.448280334;55.8438720703;26.7673053741;30.0958633423;69.9361114502;24.9449157715;142.948944092;84.0799713135;40.0125541687;59.9851341248;54.9046325684;54.8786315918;113.126701355;110.74331665;69.9361114502;84.0799713135
6;560.0;7.0;1951.0;15.0;69.6586151123;24.1357631683;62.9613990784;69.6586151123;33.6784973145;66.8320922852;28.7081737518;18.5377578735;24.5233840942;24.1357631683;25.709104538;23.11236763;62.9613990784;39.3059120178;37.6810150146;31.442035675;38.6369590759;61.3741912842;69.6586151123;24.1357631683;62.9613990784
7;591.0;8.0;1951.0;15.0;83.7471847534;91.5263366699;79.7621231079;83.7471847534;44.0563926697;46.6131401062;128.975280762;50.1058311462;70.403678894;91.5263366699;58.6361541748;58.4347457886;79.7621231079;49.0451545715;68.7410583496;50.7904472351;73.8956680298;174.154052734;83.7471847534;91.5263366699;79.7621231079
8;622.0;9.0;1951.0;15.0;71.5429229736;56.360912323;49.9370307922;71.5429229736;54.85206604;83.4106903076;57.9537620544;47.7443313599;50.6154289246;56.360912323;67.765625;55.5417366028;49.9370307922;103.162567139;63.5571174622;57.7105674744;61.885761261;102.844345093;71.5429229736;56.360912323;49.9370307922
9;652.0;10.0;1951.0;15.0;50.7094535828;13.3883619308;26.3924236298;50.7094535828;33.570514679;42.7618751526;8.73944950104;6.75297403336;17.900560379;13.3883619308;13.2750415802;24.047586441;26.3924236298;31.6723670959;25.1634426117;24.3062515259;30.0788631439;53.7735023499;50.7094535828;13.3883619308;26.3924236298
10;683.0;11.0;1951.0;15.0;6.4486489296;7.55734395981;0.700984835625;6.4486489296;3.6399667263;3.91862273216;14.9492702484;0.377385139465;0.0918885096908;7.55734395981;1.95991504192;5.44186735153;0.700984835625;3.43314003944;1.99747717381;1.8538902998;0.349915295839;5.92282819748;6.4486489296;7.55734395981;0.700984835625
11;713.0;12.0;1951.0;15.0;6.41512680054;7.41039562225;0.00402064528316;6.41512680054;3.6397254467;3.91827917099;13.6462488174;0.377134054899;0.0863350182772;7.41039562225;1.95976305008;5.41931676865;0.00402064528316;3.43307852745;1.87770187855;1.85355949402;0.348603457212;4.50646114349;6.41512680054;7.41039562225;0.00402064528316
12;744.0;1.0;1952.0;15.0;0.000561406894121;0.00372170843184;0.000436077069025;0.000561406894121;0.000724046083633;0.000345799111528;0.0287670288235;0.00100504828151;0.00164364033844;0.00372170843184;0.00110494531691;0.000294710160233;0.000436077069025;0.0032342877239;0.00145594752394;4.41649826826e-05;0.00174037145916;0.00195671105757;0.000561406894121;0.00372170843184;0.000436077069025
13;775.0;2.0;1952.0;15.0;0.0070664905943;0.169678911567;6.42665982014e-05;0.0070664905943;0.00401583919302;0.0037872469984;0.476934462786;0.00663456972688;0.00855619646609;0.169678911567;0.0127895101905;0.0481335073709;6.42665982014e-05;0.0010976413032;0.017569212243;0.0198521632701;0.0051136049442;0.0786636993289;0.0070664905943;0.169678911567;6.42665982014e-05
14;804.0;3.0;1952.0;15.0;0.0978754535317;0.083354473114;3.54393362999;0.0978754535317;0.0123550798744;0.1079723984;0.260416001081;0.0425194986165;0.0454826280475;0.083354473114;0.0131497569382;0.0263539012522;3.54393362999;0.060917980969;0.358887910843;0.0145027395338;0.0480179190636;0.031290512532;0.0978754535317;0.083354473114;3.54393362999
15;835.0;4.0;1952.0;15.0;0.0264232195914;0.0233132168651;0.165957942605;0.0264232195914;0.00808404386044;0.00383437797427;0.065546259284;0.0698111206293;0.0924820005894;0.0233132168651;0.0156624279916;0.0168689489365;0.165957942605;0.00290911784396;0.0589903779328;0.00206362968311;0.00581947993487;0.466721922159;0.0264232195914;0.0233132168651;0.165957942605
16;865.0;5.0;1952.0;15.0;15.6573982239;0.098924420774;47.2120018005;15.6573982239;2.07798027992;20.480474472;0.213096350431;0.848600029945;8.08795261383;0.098924420774;1.32715666294;0.229954883456;47.2120018005;8.65461063385;14.1853904724;0.134737402201;27.2820072174;5.32307100296;15.6573982239;0.098924420774;47.2120018005
17;896.0;6.0;1952.0;15.0;51.3269844055;15.7072496414;70.2885971069;51.3269844055;53.9338188171;133.786239624;14.1723680496;10.5559368134;29.7032432556;15.7072496414;14.3539829254;38.0935401917;70.2885971069;75.4615631104;52.5148086548;19.9239215851;83.7723999023;40.5206680298;51.3269844055;15.7072496414;70.2885971069
18;926.0;7.0;1952.0;15.0;52.1319122314;4.8712053299;61.0921173096;52.1319122314;25.2135257721;43.1432952881;1.54371261597;8.13669967651;17.6875972748;4.8712053299;10.8427724838;14.5633516312;61.0921173096;21.1248207092;26.7820243835;16.5337028503;35.3282165527;31.5014572144;52.1319122314;4.8712053299;61.0921173096
19;957.0;8.0;1952.0;15.0;71.4193725586;46.7853317261;146.962921143;71.4193725586;70.8917694092;70.1819229126;37.3073196411;18.1790027618;46.0979728699;46.7853317261;34.3550720215;62.5101280212;146.962921143;51.8743057251;62.1926841736;49.7572822571;71.3512496948;108.339508057;71.4193725586;46.7853317261;146.962921143
20;988.0;9.0;1952.0;15.0;101.300628662;32.3126831055;77.0953598022;101.300628662;50.930557251;86.4925003052;14.1531620026;18.3110160828;25.72057724;32.3126831055;23.4599704742;45.0680007935;77.0953598022;44.7425880432;50.4353713989;27.6790275574;64.1080932617;118.885704041;101.300628662;32.3126831055;77.0953598022
21;1018.0;10.0;1952.0;15.0;24.8299369812;10.6783800125;19.5338172913;24.8299369812;12.7821702957;25.8920516968;10.478521347;16.8779125214;14.0295829773;10.6783800125;17.4435329437;12.2189645767;19.5338172913;14.7896308899;17.1223831177;12.0984697342;14.9202003479;33.2491149902;24.8299369812;10.6783800125;19.5338172913
22;1049.0;11.0;1952.0;15.0;1.2858145237;0.00105415075086;0.387296289206;1.2858145237;0.00527759920806;0.686571419239;0.000605295237619;0.000915074720979;0.000881188723724;0.00105415075086;0.000432243949035;0.034127779305;0.387296289206;0.00507026957348;0.247086644173;0.000569116091356;0.140052646399;2.35335803032;1.2858145237;0.00105415075086;0.387296289206
23;1079.0;12.0;1952.0;15.0;1.75770474016e-05;0.000885977118742;1.55561228894e-05;1.75770474016e-05;8.30946519272e-05;1.07376708911e-05;0.000573875906412;8.01891947049e-05;0.000251446239417;0.000885977118742;0.000154686931637;0.000293538992992;1.55561228894e-05;4.06733488489e-05;0.000130906919367;0.000463749485789;1.9192988475e-05;3.25829350913e-05;1.75770474016e-05;0.000885977118742;1.55561228894e-05
24;1110.0;1.0;1953.0;15.0;0.000265148584731;0.0160081088543;0.00813393387944;0.000265148584731;0.0157141257077;0.000375331350369;0.0223762933165;0.0132186366245;0.00810999516398;0.0160081088543;0.0140986954793;0.0297468397766;0.00813393387944;0.00345511734486;0.00889893900603;0.0337962880731;0.00180865463335;0.0110713094473;0.000265148584731;0.0160081088543;0.00813393387944
25;1141.0;2.0;1953.0;15.0;0.0203933399171;0.182356759906;0.00569580728188;0.0203933399171;0.00808226317167;0.0221241395921;0.510369777679;0.0229167360812;0.0068682115525;0.182356759906;0.0263431239873;0.0273336116225;0.00569580728188;0.0108817443252;0.0244284588844;0.0220955517143;0.0123480940238;0.0494399853051;0.0203933399171;0.182356759906;0.00569580728188
26;1169.0;3.0;1953.0;15.0;0.0318058468401;0.150948867202;0.02484209463;0.0318058468401;0.00176732777618;0.0209061112255;0.523455023766;0.00689387787133;0.000285879621515;0.150948867202;0.0172554496676;0.0291830617934;0.02484209463;0.00110562483314;0.0194122754037;0.0115612046793;0.00556917814538;0.0561099126935;0.0318058468401;0.150948867202;0.02484209463
27;1200.0;4.0;1953.0;15.0;0.0216220561415;0.0558603070676;8.00036239624;0.0216220561415;0.00612095557153;0.00869614910334;0.15852124989;0.137618273497;0.284549862146;0.0558603070676;0.0220001153648;0.0674225315452;8.00036239624;0.000497018278111;0.905377209187;0.00839136634022;0.693234801292;0.114713162184;0.0216220561415;0.0558603070676;8.00036239624
28;1230.0;5.0;1953.0;15.0;1.30404746532;0.231943696737;20.4665794373;1.30404746532;0.528110861778;9.27040195465;0.163749873638;0.0316594354808;0.336937636137;0.231943696737;0.14144025743;0.526437819004;20.4665794373;1.55821192265;4.45227622986;0.067832455039;8.02791118622;1.51085579395;1.30404746532;0.231943696737;20.4665794373
29;1261.0;6.0;1953.0;15.0;6.88236379623;2.84816431999;19.9242973328;6.88236379623;1.34451949596;7.18578767776;5.98952531815;0.311461150646;0.496794372797;2.84816431999;0.371180206537;4.01173305511;19.9242973328;0.48049223423;4.87032699585;0.623119831085;7.73451662064;6.93967103958;6.88236379623;2.84816431999;19.9242973328
30;1291.0;7.0;1953.0;15.0;72.9100494385;63.118724823;136.569641113;72.9100494385;62.8981399536;53.8672790527;64.5655059814;40.9803886414;79.8715209961;63.118724823;70.0755081177;66.6181106567;136.569641113;66.5981826782;76.909072876;58.5486526489;89.0896377563;93.9579086304;72.9100494385;63.118724823;136.569641113
31;1322.0;8.0;1953.0;15.0;67.3264160156;98.0751113892;123.572044373;67.3264160156;64.796585083;51.7403335571;106.698059082;65.119644165;87.2307891846;98.0751113892;81.1596374512;77.4870910645;123.572044373;66.1411819458;81.7840118408;74.4716720581;86.650100708;87.9281768799;67.3264160156;98.0751113892;123.572044373
32;1353.0;9.0;1953.0;15.0;27.5560112;33.4644699097;29.6881141663;27.5560112;30.7989635468;35.1588287354;50.5316505432;25.4878540039;24.7016925812;33.4644699097;23.605928421;35.4014167786;29.6881141663;30.690946579;27.5410633087;34.5536155701;22.4540576935;42.3795700073;27.5560112;33.4644699097;29.6881141663
33;1383.0;10.0;1953.0;15.0;36.1163291931;44.3535232544;13.1447429657;36.1163291931;25.9575977325;11.9989404678;20.285200119;18.8295230865;9.99005889893;44.3535232544;96.3086166382;51.0769691467;13.1447429657;13.6718111038;29.3251571655;73.8221740723;10.4789772034;46.9246635437;36.1163291931;44.3535232544;13.1447429657
34;1414.0;11.0;1953.0;15.0;8.58234405518;0.183075338602;1.04910480976;8.58234405518;4.03845310211;5.38206005096;0.0445776730776;0.0703724771738;1.54817187786;0.183075338602;0.258468180895;1.41623330116;1.04910480976;2.91206669807;2.39261889458;0.693262338638;3.17848539352;8.50071239471;8.58234405518;0.183075338602;1.04910480976
35;1444.0;12.0;1953.0;15.0;0.000131193213747;0.0425999425352;0.000183661206393;0.000131193213747;0.0012443154119;7.84284420661e-05;0.238488405943;0.00289694895037;0.01684053801;0.0425999425352;0.00700014736503;0.00672991201282;0.000183661206393;0.000400992576033;0.00678803259507;0.00439543789253;0.00149975076783;0.00395232625306;0.000131193213747;0.0425999425352;0.000183661206393
36;1475.0;1.0;1954.0;15.0;1.04238461063e-06;0.010404182598;5.69832536712e-07;1.04238461063e-06;2.75128343219e-07;1.16749197332e-06;0.0477025508881;0.000282491033431;9.5675495686e-06;0.010404182598;0.000845347356517;0.000101220044598;5.69832536712e-07;7.8189418673e-07;0.000747812679037;0.000421777571319;6.77233474562e-05;0.00125751981977;1.04238461063e-06;0.010404182598;5.69832536712e-07
37;1506.0;2.0;1954.0;15.0;0.0122598959133;0.991834402084;0.000618912104983;0.0122598959133;0.00602882308885;0.00166521815117;1.30316865444;0.224542215466;7.64201249694e-05;0.991834402084;0.166360974312;0.225910156965;0.000618912104983;2.33870810007e-06;0.119367942214;0.167766451836;0.000107853709778;0.701031982899;0.0122598959133;0.991834402084;0.000618912104983
38;1534.0;3.0;1954.0;15.0;0.00599120510742;0.995330393314;0.0247035715729;0.00599120510742;0.014374602586;0.00206455681473;1.324229002;0.226104989648;0.000117084222438;0.995330393314;0.16667470336;0.235737085342;0.0247035715729;0.0011707568774;0.122453160584;0.168494880199;0.000571432115976;0.700801372528;0.00599120510742;0.995330393314;0.0247035715729
39;1565.0;4.0;1954.0;15.0;0.0265514757484;0.205431625247;0.938127458096;0.0265514757484;0.0143703240901;0.40630581975;1.13806140423;0.024954892695;0.0306967291981;0.205431625247;0.0149127626792;0.131317600608;0.938127458096;0.0011499398388;0.165525123477;0.0160379577428;0.0833623111248;0.0891988128424;0.0265514757484;0.205431625247;0.938127458096
40;1595.0;5.0;1954.0;15.0;19.6000480652;0.11593285203;49.6266784668;19.6000480652;3.00764513016;25.4681835175;0.292653352022;0.0604500323534;4.47889661789;0.11593285203;0.282632380724;0.84801697731;49.6266784668;5.46741247177;13.9286298752;0.0841806977987;26.65051651;6.2274107933;19.6000480652;0.11593285203;49.6266784668
41;1626.0;6.0;1954.0;15.0;26.5076942444;4.48976373672;92.281463623;26.5076942444;22.6159801483;32.179473877;4.10950422287;4.39205980301;11.1293878555;4.48976373672;10.5262050629;9.56928920746;92.281463623;19.7480583191;25.647983551;15.1467370987;36.8188323975;24.5254173279;26.5076942444;4.48976373672;92.281463623
42;1656.0;7.0;1954.0;15.0;74.4338302612;27.3366966248;98.0645294189;74.4338302612;56.8909950256;102.628669739;30.9888515472;6.38092422485;78.852432251;27.3366966248;11.4348096848;61.018081665;98.0645294189;50.8675498962;81.9128494263;22.5399494171;178.12840271;97.8356781006;74.4338302612;27.3366966248;98.0645294189
43;1687.0;8.0;1954.0;15.0;53.811126709;65.9959487915;109.738510132;53.811126709;60.8855438232;66.3042221069;85.2197494507;17.2001647949;56.2996177673;65.9959487915;34.7194595337;61.688331604;109.738510132;60.0003395081;60.9737281799;69.3079376221;77.8638839722;65.5740890503;53.811126709;65.9959487915;109.738510132
44;1718.0;9.0;1954.0;15.0;79.3945007324;22.1435050964;50.3800430298;79.3945007324;26.7059993744;52.8564796448;13.344499588;13.0237092972;30.9330043793;22.1435050964;31.714641571;39.9610061646;50.3800430298;31.2351322174;36.7249031067;23.0535697937;37.498588562;73.2555389404;79.3945007324;22.1435050964;50.3800430298
45;1748.0;10.0;1954.0;15.0;16.8819770813;1.04180395603;20.8413581848;16.8819770813;6.77450704575;16.6007938385;0.826528608799;2.38926172256;4.66441202164;1.04180395603;3.55405688286;4.30980300903;20.8413581848;8.74676895142;8.25916862488;4.46542406082;8.66516017914;12.8980722427;16.8819770813;1.04180395603;20.8413581848
46;1779.0;11.0;1954.0;15.0;0.00182689912617;2.87949114863e-05;0.108624786139;0.00182689912617;0.000242644964601;0.00241291639395;7.77665918577e-05;2.85065561911e-06;2.38776992774e-05;2.87949114863e-05;2.01676971301e-06;7.89590412751e-05;0.108624786139;0.000384312530514;0.0108797838911;7.2772936619e-06;0.000602701911703;0.00127650960349;0.00182689912617;2.87949114863e-05;0.108624786139
47;1809.0;12.0;1954.0;15.0;2.3457369025e-06;0.000901654944755;3.16304940498e-05;2.3457369025e-06;2.66180359176e-05;6.78411197441e-07;0.00334080914035;0.000351228343789;0.000255698192632;0.000901654944755;0.000180304035894;0.000246089999564;3.16304940498e-05;1.66947811522e-05;0.00017794269661;0.00043043596088;4.56087072962e-05;0.000149542785948;2.3457369025e-06;0.000901654944755;3.16304940498e-05
48;1840.0;1.0;1955.0;15.0;7.61610408517e-07;5.55989499844e-05;5.89650312577e-07;7.61610408517e-07;7.5792604548e-07;3.61361571777e-07;0.000445093523012;4.63963915536e-05;4.07604716202e-07;5.55989499844e-05;4.70093311833e-07;3.82793441531e-05;5.89650312577e-07;5.06545518419e-07;7.4828567449e-05;1.12888187687e-06;5.30807255927e-07;0.0020258857403;7.61610408517e-07;5.55989499844e-05;5.89650312577e-07
49;1871.0;2.0;1955.0;15.0;2.90776767997e-07;0.000783789379057;2.74044759863e-06;2.90776767997e-07;3.2390269098e-06;2.18466325919e-07;0.00525538995862;9.12118707674e-07;1.66274166986e-05;0.000783789379057;7.17817465556e-06;5.88479815633e-05;2.74044759863e-06;1.16816659101e-06;5.56102531846e-05;8.02015492809e-05;3.89788510802e-06;9.09889649847e-07;2.90776767997e-07;0.000783789379057;2.74044759863e-06
50;1899.0;3.0;1955.0;15.0;0.0167619157583;0.0135216936469;0.038988802582;0.0167619157583;0.0528744459152;0.00416200747713;0.054686833173;0.0248295981437;0.0194854140282;0.0135216936469;0.0136766852811;0.0186782535166;0.038988802582;0.0198550783098;0.0270628668368;0.00220536952838;0.0514434203506;0.0144965639338;0.0167619157583;0.0135216936469;0.038988802582
51;1930.0;4.0;1955.0;15.0;0.000272408942692;0.0219393596053;0.0152289569378;0.000272408942692;6.16553563759e-07;6.64158360451e-05;0.0780935138464;0.00181022263132;2.05254281127e-07;0.0219393596053;0.00211484869942;0.00338900182396;0.0152289569378;3.49148017165e-08;0.00339057738893;0.00144013727549;8.02301219665e-05;0.005884882994;0.000272408942692;0.0219393596053;0.0152289569378
52;1960.0;5.0;1955.0;15.0;3.76210975647;1.66044318676;9.1640329361;3.76210975647;1.26596593857;9.32254886627;2.81250023842;0.0215365085751;0.964929640293;1.66044318676;0.124613791704;1.03625714779;9.1640329361;0.925303041935;3.44270682335;0.245511844754;6.06908178329;4.91622018814;3.76210975647;1.66044318676;9.1640329361
53;1991.0;6.0;1955.0;15.0;128.295776367;74.7546615601;93.7107620239;128.295776367;145.72227478;99.2906036377;42.3433456421;30.9507980347;34.2949028015;74.7546615601;27.7831115723;228.180145264;93.7107620239;74.4254379272;69.5298843384;50.0957298279;62.5240440369;129.708694458;128.295776367;74.7546615601;93.7107620239
54;2021.0;7.0;1955.0;15.0;59.2107658386;72.2202682495;69.6015701294;59.2107658386;98.1096496582;58.3903274536;42.6393547058;13.0924377441;23.7144737244;72.2202682495;21.4995613098;193.80279541;69.6015701294;41.1591262817;46.9729385376;44.3390655518;41.9926109314;80.4467849731;59.2107658386;72.2202682495;69.6015701294
55;2052.0;8.0;1955.0;15.0;61.1862640381;86.6646652222;293.946838379;61.1862640381;62.3381233215;100.998916626;84.6493530273;127.738418579;192.391021729;86.6646652222;173.407211304;82.7410354614;293.946838379;85.1753921509;149.904983521;86.4527282715;156.077102661;113.124176025;61.1862640381;86.6646652222;293.946838379
56;2083.0;9.0;1955.0;15.0;48.2542190552;39.0265579224;221.237335205;48.2542190552;56.998298645;63.3494033813;46.7268180847;76.1034851074;126.14276886;39.0265579224;77.5534973145;56.056022644;221.237335205;52.762638092;98.5305786133;42.5464134216;114.617004395;109.421455383;48.2542190552;39.0265579224;221.237335205
