index;time;month;year;day;Sédhiou;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès;Louga;Fatick;Kédougou;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou.1;Thiès.1;Kédougou.1;Sédhiou.1.1;Thiès.1.1;Kédougou.1.1
58;21715;6;2009;15;123.445037226;72.9155075232;124.492532958;52.4892714073;105.349860803;92.8833172411;58.4159875589;94.7437942139;67.7371701017;176.613362307;92.7567109673;108.568513954;82.9829857653;119.639589111;113.273749982;123.445037842;58.4159889221;176.613357544;123.445037842;58.4159889221;176.613357544
59;22080;6;2010;15;101.467949044;76.473980797;95.2358532447;43.779657999;52.4880189579;84.3077581851;50.9689521105;83.0157812449;62.3851831352;144.147495789;107.073236865;91.1515307984;56.1858584218;108.167607519;90.3831236507;101.467948914;50.968952179;144.147491455;101.467948914;50.968952179;144.147491455
60;22445;6;2011;15;99.3781100048;78.0392160585;119.991182784;52.1344585215;55.0818269643;81.7304581687;55.5055900665;80.0413628636;78.2284835036;109.546728325;87.8745288637;88.2763127676;60.5720163505;99.8253329108;113.546761715;99.378112793;55.5055923462;109.546730042;99.378112793;55.5055923462;109.546730042
61;22811;6;2012;15;160.148086922;105.060835741;122.711281833;81.3749689703;68.5868503536;112.305453909;109.336138839;69.6708793827;121.876173383;233.342318876;88.967089005;122.924626007;103.100069924;135.914369838;230.734107475;160.148086548;109.336143494;233.342315674;160.148086548;109.336143494;233.342315674
62;23176;6;2013;15;128.296559243;124.121241591;107.250327286;70.0366914199;41.5576516769;114.120417484;82.3240910495;72.8667429212;118.088420579;134.202563074;129.571576159;105.693200445;90.9340221428;119.673055789;165.917470036;128.296554565;82.3240890503;134.202560425;128.296554565;82.3240890503;134.202560425
63;23541;6;2014;15;128.968498808;108.581970341;135.08901502;147.359265317;53.5057545927;106.322036954;107.654036652;83.5881041088;105.256617117;196.270115403;115.774440689;119.090473024;99.0463419766;148.60414716;131.921592312;128.968505859;107.654037476;196.270111084;128.968505859;107.654037476;196.270111084
64;23906;6;2015;15;120.153851428;60.6795871462;105.145399169;113.82825616;58.5582719218;78.1296797573;102.658925935;80.2039545092;74.2488495208;144.48797056;70.9746903315;96.5249929069;80.283887476;107.203375729;214.323490463;120.15385437;102.658920288;144.487976074;120.15385437;102.658920288;144.487976074
65;24272;6;2016;15;124.705122937;83.1260158024;111.264939058;65.8562641927;70.326342413;125.117126594;79.8933947458;89.4192927144;86.6211329398;153.227854785;91.296295617;111.266330583;86.5120993272;131.141135806;149.119160986;124.705123901;79.8933944702;153.227859497;124.705123901;79.8933944702;153.227859497
66;24637;6;2017;15;110.001376732;81.1433699246;101.996089065;87.068456496;91.3195840976;116.161820788;78.3417569565;77.0380445139;92.3325528794;120.460514985;79.8093382209;99.3792285126;83.0460555846;100.84299598;144.532028461;110.001373291;78.341758728;120.460517883;110.001373291;78.341758728;120.460517883
67;25002;6;2018;15;88.1183107185;75.958304029;109.620781493;79.1226642122;82.876326973;136.664938242;87.3063029378;84.2484460807;79.3891342544;146.588303794;77.7000160604;110.485344709;84.0742034482;138.068422202;102.860200008;88.118309021;87.3063049316;146.588302612;88.118309021;87.3063049316;146.588302612
68;25367;6;2019;15;131.931443338;103.992520843;127.403862718;159.109068544;45.6176127565;52.2909282309;141.069183746;57.6859791618;142.238583752;166.879934212;87.227495143;93.4444815213;110.338582088;81.7558013483;205.635545719;131.931442261;141.06918335;166.879928589;131.931442261;141.06918335;166.879928589
69;25733;6;2020;15;294.747026995;156.534433561;270.79063615;190.262607124;72.7117612586;101.040045078;205.327040376;92.9768595134;178.320579895;201.214253883;127.743915582;153.89461442;144.568439476;163.242186365;238.614567328;294.747039795;205.327041626;201.214248657;294.747039795;205.327041626;201.214248657
70;26098;6;2021;15;116.913279471;99.6501109674;196.983249948;72.3765853166;60.0388205698;135.546321798;106.368571029;121.118832881;110.195695542;235.061654873;123.475871237;143.976245418;130.279743329;180.983596529;127.85277804;116.913276672;106.36856842;235.061645508;116.913276672;106.36856842;235.061645508
71;26463;6;2022;15;107.866911415;69.6406181475;127.311596031;123.127727562;68.8665752115;90.7801975412;82.8247982239;73.8304573464;76.7152724516;145.210525115;75.6735780027;97.4074411141;69.6225124185;112.180121372;122.474732225;107.866912842;82.824798584;145.210525513;107.866912842;82.824798584;145.210525513
72;26828;6;2023;15;108.975471669;74.7389544548;142.68211403;62.1664450913;55.1925544496;92.2168179368;57.9845000906;54.0614807536;75.2413638618;168.216868493;99.1052600834;102.797330707;73.4609866968;136.596351649;127.063870916;108.975471497;57.984500885;168.216873169;108.975471497;57.984500885;168.216873169
73;27194;6;2024;15;103.763226176;88.6641267422;90.3290322272;54.8482514007;111.981545629;105.60207702;65.5945766898;111.772634253;86.5584650454;121.524340715;88.4048639321;100.057424058;60.1772184878;90.5346788933;133.576172346;103.76322937;65.5945739746;121.524337769;103.76322937;65.5945739746;121.524337769
74;27559;6;2025;15;91.1480102587;79.41578377;88.453679852;101.319002581;77.3581731515;76.2605730062;72.626340785;74.2093909761;87.2228794389;149.701347773;68.851699538;87.1510280505;62.3047415488;88.1197192974;107.856720995;91.1480102539;72.6263427734;149.70135498;91.1480102539;72.6263427734;149.70135498
75;27924;6;2026;15;89.1454605278;89.1085109896;97.179062865;49.4528187186;80.103550346;84.6494269115;87.3017411762;87.037275112;110.99623816;131.003873347;101.822135617;99.257472876;86.8874038643;102.264541044;202.815326068;89.1454620361;87.3017425537;131.003875732;89.1454620361;87.3017425537;131.003875732
76;28289;6;2027;15;181.809483969;89.6772721753;205.55052629;59.8212449777;49.0284895021;99.4753298553;60.5417595026;62.4358942363;67.6326917638;130.567468932;93.9334486481;105.675374476;60.7573550169;126.260913137;129.65284551;181.80947876;60.5417633057;130.567474365;181.80947876;60.5417633057;130.567474365
77;28655;6;2028;15;143.21713836;86.0757613416;138.005631395;131.834579934;73.9976452403;87.5314279385;106.197878918;83.7151994569;90.9447746116;135.804146534;95.3692161998;107.657618596;102.859837165;124.470904676;154.240186866;143.217132568;106.197875977;135.804153442;143.217132568;106.197875977;135.804153442
78;29020;6;2029;15;102.543677377;81.7275608402;108.968759889;66.9528324486;54.6987634099;94.0709523562;61.1425386733;60.6073468312;75.5471362369;144.477479351;96.1724825131;94.8891158539;51.8609646551;118.283843199;131.350129526;102.543678284;61.142539978;144.477478027;102.543678284;61.142539978;144.477478027
79;29385;6;2030;15;175.042124008;159.395419408;167.15969845;231.660790454;80.8630568022;116.53500996;179.355193;136.33079506;186.484272086;166.000142601;152.029175715;140.238760589;207.347823692;129.127038815;163.556537406;175.042129517;179.355194092;166.000137329;175.042129517;179.355194092;166.000137329
80;29750;6;2031;15;129.016684557;107.133186858;171.283706451;76.1007118504;95.9719251802;114.596120156;84.8726022142;76.3493869421;102.414813808;197.002044398;92.6363104361;125.687059157;81.4771321364;151.682408194;174.353602704;129.016677856;84.8726043701;197.002044678;129.016677856;84.8726043701;197.002044678
81;30116;6;2032;15;95.0696771874;138.115323782;96.400555021;129.38631855;55.6215723563;149.866602093;132.840445476;120.091387995;149.044176691;118.216372333;153.689059512;119.070268353;181.430348653;116.753288805;103.999467638;95.0696792603;132.840454102;118.216369629;95.0696792603;132.840454102;118.216369629
82;30481;6;2033;15;149.952966685;74.8333778282;148.649278635;61.6124907241;61.644499353;132.182429622;59.6868588205;46.3934388474;70.6784742998;151.183880439;68.3958544514;103.5142051;51.9071207227;123.290469656;133.948623524;149.952972412;59.6868591309;151.183883667;149.952972412;59.6868591309;151.183883667
83;30846;6;2034;15;164.186489953;95.6622347069;168.813733159;110.919038262;58.6020907687;108.411373159;98.7392818073;76.4867848814;100.081773804;173.609198184;93.0657156758;115.220454891;97.8763536673;124.009805302;187.679128902;164.18649292;98.7392807007;173.609191895;164.18649292;98.7392807007;173.609191895
84;31211;6;2035;15;112.582636284;94.6973494287;176.502872868;169.329379744;121.957344211;148.949749648;143.379109889;137.737110226;103.814273406;222.562801911;137.290957869;156.40476701;104.188970355;195.250364023;132.918608105;112.582633972;143.379104614;222.562805176;112.582633972;143.379104614;222.562805176
85;31577;6;2036;15;152.409008253;104.629792131;141.551210729;86.0037903101;32.6876155213;80.6238505734;99.1782572045;63.400708493;105.526937247;154.760901492;90.5632884993;100.501097309;99.7274578184;112.937635152;179.65144873;152.409011841;99.1782608032;154.760894775;152.409011841;99.1782608032;154.760894775
86;31942;6;2037;15;111.613991443;66.0243518104;123.829851497;52.103214158;45.0467692475;72.2130583003;66.0652755978;52.2576380421;64.8805386307;149.636198909;65.0150614084;82.3023258097;58.998927319;88.1868849671;118.803272597;111.613990784;66.0652770996;149.636199951;111.613990784;66.0652770996;149.636199951
87;32307;6;2038;15;123.651676168;73.7863683059;135.31810774;116.841092167;82.9861413933;110.155633522;91.2425386523;76.2828312304;86.3646123411;161.029465953;90.7925525295;110.341668614;63.5876255168;125.440518148;166.349270706;123.651672363;91.2425384521;161.029464722;123.651672363;91.2425384521;161.029464722
88;32672;6;2039;15;144.239809248;97.1231056934;134.995106447;70.7646844635;68.9246720544;109.129250098;112.511635392;101.191795099;141.539329845;136.091828582;93.015984303;121.574173831;137.208361025;151.497790676;176.919081517;144.239822388;112.511634827;136.091827393;144.239822388;112.511634827;136.091827393
89;33038;6;2040;15;110.1754531;80.4674378984;141.000679909;42.2413516765;49.2412344738;122.160871442;55.8280869079;63.8202694149;65.5292249566;161.179698839;88.8040491345;106.304815637;58.5493593473;141.36094845;114.85816224;110.175453186;55.828086853;161.179702759;110.175453186;55.828086853;161.179702759
90;33403;6;2041;15;116.436114511;101.961421321;118.762439529;86.8323246701;52.4745219469;111.485140191;75.9946067037;64.1796132688;93.6382042362;120.867056337;91.7117193931;100.349493293;76.8720249557;118.975257473;169.422767513;116.43611908;75.9946060181;120.8670578;116.43611908;75.9946060181;120.8670578
91;33768;6;2042;15;185.837701449;280.521650501;151.821295374;378.538301049;139.319139284;165.509420113;279.918773034;189.914432913;280.092228612;130.485340784;290.990374345;185.307973502;283.506351482;164.668959784;186.919578101;185.83770752;279.918762207;130.485336304;185.83770752;279.918762207;130.485336304
92;34133;6;2043;15;131.261187944;98.7528758893;119.103660901;145.160249054;55.6526505588;113.157314218;125.919774752;105.002422128;158.009908816;115.178844434;106.79958481;109.930479821;114.150586946;108.585444197;181.835332543;131.261184692;125.919776917;115.178840637;131.261184692;125.919776917;115.178840637
