index;time;month;year;day;Sédhiou;Thiès;Kédougou;Sédhiou.1;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès.1;Louga;Fatick;Kédougou.1;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou;Thiès;Kédougou
0;379.0;1.0;1951.0;15.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1;410.0;2.0;1951.0;15.0;0.077408157289;0.470995694399;0.418342500925;0.077408157289;0.00449227215722;0.0665960162878;0.280604124069;1.31209635735;1.4775454998;0.470995694399;0.89991915226;0.0152759887278;0.418342500925;0.346124172211;0.659962594509;0.092590495944;0.364656180143;1.03232359886;0.077408157289;0.470995694399;0.418342500925
2;438.0;3.0;1951.0;15.0;0.0120000904426;0.0469016730785;0.669770717621;0.0120000904426;0.0175330266356;0.0219102874398;0.079320423305;0.00935020949692;0.0180611982942;0.0469016730785;0.00808484479785;0.0695077180862;0.669770717621;0.00271080969833;0.0804165974259;0.0218738298863;0.036946143955;0.0375475548208;0.0120000904426;0.0469016730785;0.669770717621
3;469.0;4.0;1951.0;15.0;1.0393037796;0.0836235433817;4.17556142807;1.0393037796;0.346511989832;1.31652128696;0.0753216594458;0.356518507004;1.01609301567;0.0836235433817;0.352750599384;0.277801841497;4.17556142807;0.524531245232;1.16589176655;0.361628621817;1.67964351177;0.658017873764;1.0393037796;0.0836235433817;4.17556142807
4;499.0;5.0;1951.0;15.0;17.5938873291;2.2696659565;15.4303331375;17.5938873291;8.92903327942;19.9002628326;3.29710221291;1.25365257263;1.20117783546;2.2696659565;1.48286283016;6.59223556519;15.4303331375;2.570322752;6.78669166565;1.80637943745;5.76870298386;26.6414051056;17.5938873291;2.2696659565;15.4303331375
5;530.0;6.0;1951.0;15.0;47.8642845154;20.0875530243;47.8500289917;47.8642845154;49.5141677856;93.4116744995;14.0616998672;8.00991916656;21.4596748352;20.0875530243;16.2610397339;32.3884658813;47.8500289917;63.3575668335;37.3368377686;38.4604797363;45.223526001;35.0236167908;47.8642845154;20.0875530243;47.8500289917
6;560.0;7.0;1951.0;15.0;131.616012573;56.6554908752;48.1990318298;131.616012573;93.1512451172;77.3434524536;43.5881309509;12.0370750427;69.5751342773;56.6554908752;42.0588951111;87.7715682983;48.1990318298;94.5067443848;66.1516876221;92.661857605;67.6124725342;145.330749512;131.616012573;56.6554908752;48.1990318298
7;591.0;8.0;1951.0;15.0;58.9320716858;28.0467681885;63.4212760925;58.9320716858;33.2194328308;54.4948959351;25.1819114685;20.0896759033;38.8535842896;28.0467681885;24.5253562927;29.5143299103;63.4212760925;30.3030605316;39.7050628662;23.8063774109;44.111114502;72.726234436;58.9320716858;28.0467681885;63.4212760925
8;622.0;9.0;1951.0;15.0;117.357070923;109.818565369;102.35231781;117.357070923;107.387985229;107.160469055;60.4143333435;58.4813346863;104.423423767;109.818565369;133.740600586;121.802253723;102.35231781;123.64756012;107.182121277;156.927871704;100.33681488;136.541610718;117.357070923;109.818565369;102.35231781
9;652.0;10.0;1951.0;15.0;25.9289112091;21.232170105;21.0987567902;25.9289112091;16.6584358215;25.0345001221;19.7855587006;17.3741073608;39.2339286804;21.232170105;24.3765392303;14.9199857712;21.0987567902;20.2434406281;25.3869628906;21.2793045044;28.2094421387;21.6870536804;25.9289112091;21.232170105;21.0987567902
