index;time;month;year;day;Sédhiou;Thiès;Kédougou;Sédhiou.1;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès.1;Louga;Fatick;Kédougou.1;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou.1.1;Thiès.1.1;Kédougou.1.1;Dakar+Diourbel+Fatick+Thies;Dakar+Thies;Dakar+Matam+Sedhiou;Sedhiou;Dakar+Kedougou+Thies
0;379.0;1.0;1951.0;15.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1;410.0;2.0;1951.0;15.0;0.0304409451783;0.125479117036;0.106357827783;0.0304409451783;0.00136889144778;0.0385944470763;0.0851225331426;0.441360384226;0.419289588928;0.125479117036;0.27198573947;0.00413580331951;0.106357827783;0.0883591249585;0.194041624665;0.0242923647165;0.0975048989058;0.266617387533;0.0304409451783;0.125479117036;0.106357827783;0.0543201752007;0.108635097742;0.332554370165;0.0296891052276;0.111306168139
2;438.0;3.0;1951.0;15.0;0.00976864993572;0.0238391086459;0.197019308805;0.00976864993572;0.00534229911864;0.00993862003088;0.0520120821893;0.00347580644302;0.00511533208191;0.0238391086459;0.00342625309713;0.0279680024832;0.197019308805;0.000962448772043;0.0253765638918;0.00813569966704;0.00996641162783;0.0244722869247;0.00976864993572;0.0238391086459;0.197019308805;0.0221402682364;0.0263585709035;0.00679519912228;0.00982055813074;0.146399855614
3;469.0;4.0;1951.0;15.0;0.355338007212;0.0619475580752;0.993359267712;0.355338007212;0.115735173225;0.559380888939;0.0978511944413;0.134587347507;0.34581425786;0.0619475580752;0.121454916894;0.0993687808514;0.993359267712;0.167577326298;0.376596093178;0.120815038681;0.608079791069;0.169639289379;0.355338007212;0.0619475580752;0.993359267712;0.0917050242424;0.0653525069356;0.344715356827;0.357164382935;0.716234922409
4;499.0;5.0;1951.0;15.0;5.33739948273;1.23343122005;31.9465694427;5.33739948273;2.17313313484;11.5944919586;0.928889393806;2.21604418755;1.88714039326;1.23343122005;1.32866644859;1.81173539162;31.9465694427;1.61084020138;6.73458099365;1.55352187157;8.41125202179;4.77519512177;5.33739948273;1.23343122005;31.9465694427;1.51601791382;1.2336679697;2.58306145668;5.36609363556;22.7070941925
5;530.0;6.0;1951.0;15.0;202.944732666;26.0211734772;147.160827637;202.944732666;69.9393463135;175.993545532;22.0074157715;10.5672674179;32.0363960266;26.0211734772;17.8788776398;64.8285827637;147.160827637;55.1208343506;71.3050308228;33.2906112671;79.643913269;123.18598938;202.944732666;26.0211734772;147.160827637;41.8226127625;26.4222240448;67.4222106934;203.71307373;110.558052063
6;560.0;7.0;1951.0;15.0;255.607543945;67.2410507202;222.866378784;255.607543945;124.462478638;197.104675293;84.2921447754;28.5095348358;66.3787612915;67.2410507202;41.152759552;110.990615845;222.866378784;106.361785889;117.27457428;66.6118392944;141.045913696;252.212402344;255.607543945;67.2410507202;222.866378784;83.4318237305;71.0050582886;105.634643555;255.664291382;176.457229614
7;591.0;8.0;1951.0;15.0;211.245178223;135.984161377;284.135498047;211.245178223;184.043395996;183.711135864;152.328720093;72.7444839478;134.627639771;135.984161377;94.5955352783;193.933731079;284.135498047;146.446289062;160.789916992;129.17048645;173.5652771;311.467468262;211.245178223;135.984161377;284.135498047;155.706069946;141.064071655;150.269165039;211.401000977;239.868560791
8;622.0;9.0;1951.0;15.0;215.157470703;174.461364746;320.032623291;215.157470703;228.69972229;277.288208008;160.372055054;75.5100402832;173.809890747;174.461364746;157.934768677;229.005065918;320.032623291;284.227630615;231.648498535;221.025039673;331.606445312;267.06729126;215.157470703;174.461364746;320.032623291;205.76083374;176.255722046;181.567459106;215.048492432;275.900268555
9;652.0;10.0;1951.0;15.0;83.173789978;26.1433143616;54.8590126038;83.173789978;50.5797996521;75.6114578247;18.6950054169;13.0704307556;41.6449317932;26.1433143616;28.7770519257;41.5364494324;54.8590126038;51.7275238037;46.6277999878;41.9147911072;53.7225265503;87.6398773193;83.173789978;26.1433143616;54.8590126038;35.548866272;25.8426380157;49.7235565186;83.213394165;46.0295372009
