index;time;month;year;day;Sédhiou;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès;Louga;Fatick;Kédougou;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou.1;Thiès.1;Kédougou.1;Sédhiou.1.1;Thiès.1.1;Kédougou.1.1
15;16236;6;1994;15;81.6836426317;90.8251744549;93.4769482471;74.9830021285;57.4803785587;100.414325887;77.2026529627;60.4940827825;96.595401772;132.838598013;91.4192569228;90.4164212457;92.6502941868;100.29338067;94.5412045746;81.6836395264;77.2026519775;132.838592529;81.6836395264;77.2026519775;132.838592529
16;16601;6;1995;15;95.069265172;75.9575222194;113.484711993;91.0555501975;62.0393886254;96.4094724156;79.7309117329;62.718511229;86.2699244298;111.604952268;76.449793888;91.7308203712;98.6641150479;102.738675393;149.258499505;95.0692672729;79.7309112549;111.604949951;95.0692672729;79.7309112549;111.604949951
17;16967;6;1996;15;97.5655069714;68.1146833135;97.9147246172;73.8524606855;61.7845129745;82.6726101995;59.8241424996;65.1119208154;62.764657662;87.4719288956;87.5925335908;80.8916474122;52.8730565763;93.5795850468;96.3088736118;97.5655059814;59.8241424561;87.4719314575;97.5655059814;59.8241424561;87.4719314575
18;17332;6;1997;15;87.2283433792;74.4629209389;99.5264760899;57.1688779739;65.6272005369;74.429904131;64.4273448761;58.7381802274;75.2209026402;106.905641142;62.6032108328;77.9649358225;68.4692242645;82.3147351419;99.3839798283;87.2283401489;64.4273452759;106.905639648;87.2283401489;64.4273452759;106.905639648
19;17697;6;1998;15;92.039245067;57.6502304959;95.3694805014;55.1347787969;59.6184360289;76.6526317875;53.9912739159;72.7201152034;60.4729916656;137.038027651;74.3715240319;86.6496191259;56.516174016;106.585909472;117.696047851;92.0392456055;53.9912719727;137.038024902;92.0392456055;53.9912719727;137.038024902
20;18062;6;1999;15;118.562384023;71.7545627822;112.59436127;68.30197888;43.3864466355;95.654746671;61.5351265788;48.6969438409;74.443733002;100.30305732;71.0744227751;84.7767998656;61.8181583293;100.310131079;149.643457555;118.562385559;61.5351257324;100.30305481;118.562385559;61.5351257324;100.30305481
21;18428;6;2000;15;190.364987922;74.6195742426;90.872208178;73.1940647189;59.6309862476;94.8682650104;58.8599859412;77.9725600716;70.7252552315;108.95737997;67.5811623226;88.9434538096;57.3936359944;79.4515376677;207.1842689;190.364990234;58.8599853516;108.957382202;190.364990234;58.8599853516;108.957382202
22;18793;6;2001;15;115.947105966;62.9179953677;88.8420509857;42.9345022899;55.1786690325;60.9145812033;55.7727639097;46.9827963712;66.7192292884;107.184217914;74.6322750106;78.6924039408;64.7488735056;100.790243101;130.28218228;115.947105408;55.7727622986;107.18421936;115.947105408;55.7727622986;107.18421936
23;19158;6;2002;15;73.4917472257;70.2712194041;85.9857551493;79.451390485;61.0672466679;57.3094777037;73.5595064041;62.0914476358;69.7783081219;68.8388208176;69.5983722297;65.2469522941;70.2886218781;59.0334849828;71.353855775;73.4917449951;73.5595092773;68.8388214111;73.4917449951;73.5595092773;68.8388214111
24;19523;6;2003;15;137.513479289;72.2648296506;143.992306139;84.0851152299;77.5192765456;130.857254176;81.8880988712;68.2866404575;78.1059365117;145.540482375;90.5672874316;110.057145762;78.7853985324;128.504267616;116.861786773;137.513473511;81.8880996704;145.540481567;137.513473511;81.8880996704;145.540481567
25;19889;6;2004;15;98.4176426046;61.0855185992;93.5495693203;46.9278969586;37.5570745727;85.4982005428;47.4143421636;53.9106843808;55.831873557;116.003583054;67.919522562;78.3956464051;48.6785164278;97.8487459484;100.567363769;98.417640686;47.4143409729;116.003585815;98.417640686;47.4143409729;116.003585815
26;20254;6;2005;15;104.543230508;91.0509611065;165.481842388;99.126224984;68.2549627244;72.8161915722;85.5919168733;78.8351089984;91.9012536241;117.794143744;109.706859811;96.7531218694;105.60751487;103.897484311;94.0038122668;104.543228149;85.5919189453;117.794143677;104.543228149;85.5919189453;117.794143677
27;20619;6;2006;15;80.992434967;98.5409881087;81.1758478587;66.6173061651;112.207965711;63.765493787;73.4077209381;73.2882542964;86.9350505735;83.2656249435;82.5381981901;77.7571986221;81.76374088;61.6842792526;94.0036162212;80.9924316406;73.4077224731;83.265625;80.9924316406;73.4077224731;83.265625
28;20984;6;2007;15;84.3636823116;96.5038088725;89.8668529877;60.0020523832;98.6722931121;158.701739964;84.602737317;94.9520433704;99.8184480487;89.7669772795;83.5057023183;99.7435927627;107.40565226;83.1003194622;90.9246413809;84.3636856079;84.6027374268;89.7669754028;84.3636856079;84.6027374268;89.7669754028
29;21350;6;2008;15;153.151825171;96.3637801531;118.17890536;68.8834395263;43.7360624816;70.6156705918;74.003563949;55.1286184047;94.2694413519;112.948347326;81.2735865252;89.7943233118;80.4215931978;102.4035289;197.122987088;153.151824951;74.0035629272;112.948348999;153.151824951;74.0035629272;112.948348999
30;21715;6;2009;15;98.5130844486;69.0715890526;108.312845454;81.8646268772;88.9242635871;78.4306617422;72.2509400325;102.712077921;77.4665096943;127.216337548;79.594086133;91.6363564225;68.8106527446;83.6769902747;126.089903972;98.5130844116;72.2509384155;127.216339111;98.5130844116;72.2509384155;127.216339111
31;22080;6;2010;15;112.846100467;102.174869883;124.474919465;93.0205983138;99.3860373559;125.095352337;98.763002841;110.873250855;112.503135887;135.382513829;87.6854677079;123.113330229;89.9250773726;153.431505389;153.967885997;112.846099854;98.7630081177;135.382507324;112.846099854;98.7630081177;135.382507324
32;22445;6;2011;15;133.084345004;55.9805603584;82.7766758133;52.4091294773;60.6367856618;76.0587421243;52.1246699079;62.8156720123;52.9264644643;246.935319766;61.5728898381;98.4395172109;49.8004298494;119.902349684;164.552914843;133.084335327;52.124671936;246.935317993;133.084335327;52.124671936;246.935317993
33;22811;6;2012;15;94.4516128602;77.5752109229;74.9949969429;107.449005746;52.4257082202;60.7464936769;84.8855141496;61.4009406577;82.9881540487;85.5059891881;69.0825211857;74.9426860715;74.36655137;85.8076621045;125.396767216;94.4516143799;84.8855133057;85.5059890747;94.4516143799;84.8855133057;85.5059890747
34;23176;6;2013;15;92.7226530676;62.136373863;76.4947259181;64.6015988172;53.410652444;77.9910522887;53.5022816221;56.2788443018;55.5902404917;133.907672428;73.4403465245;78.7500057515;46.9875289298;91.7100387034;106.278074152;92.72265625;53.502281189;133.907669067;92.72265625;53.502281189;133.907669067
