index;time;month;year;day;Sédhiou;Thiès;Kédougou;Sédhiou.1;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès.1;Louga;Fatick;Kédougou.1;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou.1.1;Thiès.1.1;Kédougou.1.1
0;379.0;1.0;1951.0;15.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1;410.0;2.0;1951.0;15.0;0.026862822473;0.112336106598;0.0978126451373;0.026862822473;0.000838857667986;0.0306126736104;0.0631485059857;0.278749704361;0.233316600323;0.112336106598;0.198878869414;0.00382748153061;0.0978126451373;0.0520065464079;0.131392881274;0.0220841411501;0.0717446058989;0.265589147806;0.026862822473;0.112336106598;0.0978126451373
2;438.0;3.0;1951.0;15.0;0.00446200044826;0.0096089951694;0.112986803055;0.00446200044826;0.00192756997421;0.00368054001592;0.0212343260646;0.00219146767631;0.0038906338159;0.0096089951694;0.0015078795841;0.0119778420776;0.112986803055;0.000367344706319;0.0137377530336;0.00249251490459;0.00533221336082;0.00933059025556;0.00446200044826;0.0096089951694;0.112986803055
3;469.0;4.0;1951.0;15.0;0.148282513022;0.0185400918126;0.305058389902;0.148282513022;0.0547253862023;0.173270612955;0.0174038726836;0.0734575390816;0.173193112016;0.0185400918126;0.085737504065;0.0593753606081;0.305058389902;0.0911669805646;0.155338764191;0.0691268667579;0.248439326882;0.0956172198057;0.148282513022;0.0185400918126;0.305058389902
4;499.0;5.0;1951.0;15.0;3.31054902077;0.351565510035;7.05475616455;3.31054902077;1.38304531574;6.0848326683;0.204819992185;1.64234650135;0.983742117882;0.351565510035;0.607384979725;0.789057612419;7.05475616455;0.555147469044;2.42253756523;0.306685119867;3.04462480545;2.74023318291;3.31054902077;0.351565510035;7.05475616455
5;530.0;6.0;1951.0;15.0;77.8136901855;19.0631561279;29.9101200104;77.8136901855;23.1425952911;70.5244827271;15.2934417725;6.13888072968;11.1256599426;19.0631561279;7.1643819809;29.6456623077;29.9101200104;18.7544651031;23.2974243164;16.5855731964;21.7437324524;33.7147674561;77.8136901855;19.0631561279;29.9101200104
6;560.0;7.0;1951.0;15.0;57.3032569885;25.1329250336;33.0618629456;57.3032569885;28.6779613495;43.0488815308;35.2823219299;11.296833992;22.7554626465;25.1329250336;15.8887577057;31.4233055115;33.0618629456;30.6211662292;28.6346931458;27.3650588989;32.9672317505;49.4866371155;57.3032569885;25.1329250336;33.0618629456
7;591.0;8.0;1951.0;15.0;30.1295089722;25.8963928223;58.1266288757;30.1295089722;33.002243042;34.057888031;30.2872123718;18.3343448639;30.1342926025;25.8963928223;19.2352752686;38.9532012939;58.1266288757;24.6787261963;30.7844276428;24.7241744995;32.3757400513;38.280216217;30.1295089722;25.8963928223;58.1266288757
8;622.0;9.0;1951.0;15.0;37.6497573853;34.3315162659;64.3128738403;37.6497573853;32.6629676819;59.3202819824;29.5298633575;18.4709968567;41.5002250671;34.3315162659;38.560836792;37.5960693359;64.3128738403;54.2932701111;48.2455978394;41.1940116882;71.0544433594;38.6387176514;37.6497573853;34.3315162659;64.3128738403
9;652.0;10.0;1951.0;15.0;10.2053422928;9.37176036835;8.81635761261;10.2053422928;10.6642160416;10.2158851624;9.42082595825;7.42176532745;16.930688858;9.37176036835;11.662735939;10.3468008041;8.81635761261;11.8532094955;11.6255865097;13.2948064804;12.1965417862;12.9521970749;10.2053422928;9.37176036835;8.81635761261
10;683.0;11.0;1951.0;15.0;1.6302999258;1.89215016365;0.00430415989831;1.6302999258;0.946825444698;0.900617718697;3.44902133942;0.118303671479;0.0271399281919;1.89215016365;0.511450886726;1.39735007286;0.00430415989831;0.857438147068;0.476134598255;0.529849886894;0.0878326967359;1.11088454723;1.6302999258;1.89215016365;0.00430415989831
11;713.0;12.0;1951.0;15.0;0.000174254077137;0.0742266401649;0.712360978127;0.000174254077137;3.44105064869e-05;1.63514687301e-05;0.123674757779;0.00493807485327;2.46330291702e-05;0.0742266401649;0.00433287816122;0.0234242528677;0.712360978127;1.78330822109e-06;0.0761428847909;0.0118778478354;0.00511689530686;0.116500042379;0.000174254077137;0.0742266401649;0.712360978127
12;744.0;1.0;1952.0;15.0;0.001183848246;0.0293136853725;5.37526798248;0.001183848246;0.000137494440423;0.0113723510876;0.0906485393643;0.0105861863121;0.224063679576;0.0293136853725;0.0113820806146;0.0007556550554;5.37526798248;0.000691091641784;0.578273117542;0.00286383740604;0.361502945423;0.000610640796367;0.001183848246;0.0293136853725;5.37526798248
13;775.0;2.0;1952.0;15.0;0.0264532677829;0.1008984074;0.0105797182769;0.0264532677829;0.0365733094513;0.0575985126197;0.117820166051;0.0511455237865;0.00963321700692;0.1008984074;0.0654575824738;0.071699924767;0.0105797182769;0.0584881268442;0.0424513071775;0.0831223204732;0.0352942049503;0.0311147496104;0.0264532677829;0.1008984074;0.0105797182769
14;804.0;3.0;1952.0;15.0;0.0284787435085;0.0192556995898;0.854652285576;0.0284787435085;0.00776497740299;0.0267900526524;0.063255213201;0.0151377590373;0.0205088388175;0.0192556995898;0.00758546963334;0.0157771725208;0.854652285576;0.0197430904955;0.0921651124954;0.00663476064801;0.0203878320754;0.0133684938774;0.0284787435085;0.0192556995898;0.854652285576
