index;time;month;year;day;Sédhiou;Thiès;Kédougou;Sédhiou.1;Kaolack;Kolda;Dakar;Saint-Louis;Matam;Thiès.1;Louga;Fatick;Kédougou.1;Kaffrine;SEN;Diourbel;Tambacounda;Ziguinchor;Sédhiou.1.1;Thiès.1.1;Kédougou.1.1;Dakar+Diourbel+Fatick+Thies;Dakar+Thies;Dakar+Matam+Sedhiou;Sedhiou;Dakar+Kedougou+Thies
0;379.0;1.0;1951.0;15.0;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
1;410.0;2.0;1951.0;15.0;0.0796339660883;0.501878142357;0.422645747662;0.0796339660883;0.00473954854533;0.0770043358207;0.340255826712;1.76488828659;1.67683982849;0.501878142357;1.08730387688;0.0162282586098;0.422645747662;0.351381093264;0.766824901104;0.0961757227778;0.387174934149;1.03262329102;0.0796339660883;0.501878142357;0.422645747662;0.216890737414;0.434489548206;1.32118320465;0.0765909701586;0.443272233009
2;438.0;3.0;1951.0;15.0;0.0241151358932;0.0901073440909;0.769689142704;0.0241151358932;0.021152317524;0.0371276885271;0.184109136462;0.0135019542649;0.020302535966;0.0901073440909;0.0133069250733;0.102528229356;0.769689142704;0.0036194131244;0.0976850837469;0.0322809442878;0.0397458598018;0.0772167444229;0.0241151358932;0.0901073440909;0.769689142704;0.0825521573424;0.098454631865;0.023526744917;0.0241417568177;0.570544838905
3;469.0;4.0;1951.0;15.0;1.41447222233;0.169941559434;3.74736523628;1.41447222233;0.458912611008;2.23539376259;0.164247840643;0.461106985807;1.26390123367;0.169941559434;0.441620469093;0.379336804152;3.74736523628;0.65320533514;1.43223321438;0.474976360798;2.35965180397;0.645160973072;1.41447222233;0.169941559434;3.74736523628;0.324009627104;0.1724999547;1.28008401394;1.42181611061;2.67695522308
4;499.0;5.0;1951.0;15.0;17.8496208191;4.01014232635;34.040725708;17.8496208191;8.35603904724;22.666217804;2.95240783691;2.34850978851;2.90434956551;4.01014232635;3.57482862473;6.43126249313;34.040725708;5.36094665527;10.1078882217;5.82342481613;9.79215240479;17.5712985992;17.8496208191;4.01014232635;34.040725708;5.32135534286;4.00433731079;6.04355287552;17.8997344971;24.9959030151
5;530.0;6.0;1951.0;15.0;135.608016968;31.9121170044;142.012588501;135.608016968;80.066986084;183.747650146;30.0569610596;14.9789409637;47.6913337708;31.9121170044;29.8868370056;59.8330726624;142.012588501;96.3645172119;81.7713623047;49.2889671326;108.868354797;102.496292114;135.608016968;31.9121170044;142.012588501;46.4341964722;32.6457366943;65.3040237427;135.637481689;108.775611877
6;560.0;7.0;1951.0;15.0;291.782928467;80.4727478027;138.124404907;291.782928467;172.184371948;187.783355713;55.9430923462;11.6609830856;111.302276611;80.4727478027;62.96459198;152.514511108;138.124404907;162.182830811;127.198265076;139.231811523;136.026367188;311.980804443;291.782928467;80.4727478027;138.124404907;120.931213379;80.4000015259;147.144729614;292.109069824;120.184875488
7;591.0;8.0;1951.0;15.0;221.450576782;82.925163269;175.546920776;221.450576782;105.045379639;178.244155884;78.6742553711;48.1516609192;89.3932571411;82.925163269;65.6447525024;91.7521591187;175.546920776;86.4840545654;112.615135193;67.8494110107;116.919845581;269.243804932;221.450576782;82.925163269;175.546920776;82.1190032959;82.5338363647;116.462806702;221.78453064;147.629425049
8;622.0;9.0;1951.0;15.0;349.270629883;300.466094971;360.418273926;349.270629883;358.502349854;325.465118408;212.286453247;110.84085083;215.698867798;300.466094971;283.251525879;375.001525879;360.418273926;338.039978027;282.450042725;385.896057129;277.449981689;410.136047363;349.270629883;300.466094971;360.418273926;346.779602051;294.704498291;243.41557312;349.459228516;340.186309814
9;652.0;10.0;1951.0;15.0;86.5545883179;40.3831939697;62.7016868591;86.5545883179;46.8124351501;77.5474090576;32.1479072571;25.8113765717;76.1273651123;40.3831939697;41.9552650452;36.1021347046;62.7016868591;56.6573410034;58.7084083557;45.5226249695;69.1605453491;65.4174346924;86.5545883179;40.3831939697;62.7016868591;39.9077529907;39.1521835327;77.3037490845;86.5891494751;55.8032226562
10;683.0;11.0;1951.0;15.0;1.05963802338;0.762238264084;0.00696491962299;1.05963802338;0.554176211357;0.260794937611;0.166227579117;0.137917429209;0.0378770083189;0.762238264084;0.171795666218;0.735816538334;0.00696491962299;0.23510274291;0.238401651382;0.600226938725;0.0235085655004;1.11214387417;1.05963802338;0.762238264084;0.00696491962299;0.693194448948;0.740308582783;0.250736236572;1.04897260666;0.219142258167
11;713.0;12.0;1951.0;15.0;0.000963860366028;0.720368206501;2.88922452927;0.000963860366028;2.76648315776e-05;7.82467250247e-05;1.50972867012;0.0291000418365;7.96975509729e-05;0.720368206501;0.0405978560448;0.117746412754;2.88922452927;1.69466202351e-05;0.337126404047;0.107606254518;0.0205041673034;0.589892923832;0.000963860366028;0.720368206501;2.88922452927;0.368243932724;0.782261788845;0.0240941084921;0.000914903706871;2.29026508331
12;744.0;1.0;1952.0;15.0;0.00842260848731;0.154811799526;36.2463493347;0.00842260848731;3.1984677662e-06;0.0573185645044;0.476317346096;0.0471418090165;0.9089640975;0.154811799526;0.0562100596726;0.00366885657422;36.2463493347;3.1984677662e-06;3.68472361565;0.0140982866287;1.85145640373;0.000631280883681;0.00842260848731;0.154811799526;36.2463493347;0.0735258460045;0.178037181497;0.706217467785;0.00814412441105;25.3794250488
13;775.0;2.0;1952.0;15.0;0.125795677304;0.483931660652;0.068578466773;0.125795677304;0.231093868613;0.263991266489;0.482928991318;0.35627669096;0.0544549077749;0.483931660652;0.395149171352;0.413792133331;0.068578466773;0.313049823046;0.233342587948;0.3851583004;0.163754224777;0.21332269907;0.125795677304;0.483931660652;0.068578466773;0.433112084866;0.488900125027;0.0760219991207;0.123362027109;0.193651527166
14;804.0;3.0;1952.0;15.0;0.147936746478;0.196207851171;0.382377415895;0.147936746478;0.0833727419376;0.0834318697453;0.451953470707;0.0787431970239;0.106011353433;0.196207851171;0.0621674470603;0.281236678362;0.382377415895;0.0555999167264;0.130847170949;0.0935076996684;0.0987281277776;0.222169131041;0.147936746478;0.196207851171;0.382377415895;0.208248287439;0.212282970548;0.117896407843;0.147965431213;0.33393278718
15;835.0;4.0;1952.0;15.0;1.2486730814;0.144485160708;2.44455218315;1.2486730814;0.211135551333;0.879728615284;0.137731507421;0.164607316256;0.221061468124;0.144485160708;0.12298412621;0.178947269917;2.44455218315;0.217502936721;0.604152560234;0.122329711914;0.598945200443;1.68481492996;1.2486730814;0.144485160708;2.44455218315;0.151067122817;0.147111460567;0.433009833097;1.25130927563;1.75367748737
